wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431477948,3,0,0,1,0,0
1776431478950,3,96,3431,61,138,0
1776431479949,3,156,7817,121,135,0
1776431480949,3,216,12216,181,136,0
1776431481948,3,276,16643,241,138,0
1776431482950,3,336,21192,301,156,0
1776431483949,3,396,25598,361,136,0
1776431484948,3,456,29874,421,139,0
1776431485950,3,516,34172,481,153,0
1776431486948,3,576,38281,541,140,0
1776431487950,3,636,42651,601,141,0
1776431488949,3,696,46952,661,154,0
1776431489949,3,756,51171,721,136,0
1776431490948,3,816,55469,781,152,0
1776431491950,3,876,59823,841,138,0
1776431492948,3,936,64161,901,151,0
1776431493949,3,996,68868,960,162,0
1776431494948,3,1056,73363,1020,148,0
1776431495949,3,1116,78071,1080,150,0
1776431496950,3,1176,82835,1140,152,0
1776431497949,3,1236,87631,1200,149,0
1776431498949,3,1296,92206,1260,148,0
1776431499949,3,1356,96835,1320,133,0
1776431500949,3,1416,101552,1380,149,0
1776431501950,3,1476,106201,1440,150,0
1776431502950,3,1536,110699,1500,150,0
1776431503950,3,1596,115260,1560,151,0
1776431504950,3,1656,119782,1620,149,0
1776431505948,3,1716,124625,1680,150,0
1776431506949,3,1776,129311,1740,149,0
1776431507948,3,1836,134099,1800,150,0
1776431508950,3,1896,138855,1860,150,0
1776431509949,3,1956,143570,1920,150,0
1776431510948,3,2016,148130,1980,147,0
1776431511949,3,2076,152723,2040,149,0
1776431512950,3,2136,157424,2100,151,0
1776431513949,3,2196,162131,2160,150,0
1776431514949,3,2256,166664,2220,149,0
1776431515950,3,2316,171112,2280,148,0
1776431516950,3,2376,175947,2340,153,0
1776431517949,3,2436,180665,2400,149,0
1776431518949,3,2496,185456,2460,148,0
1776431519950,3,2556,190173,2520,150,0
1776431520950,3,2616,194768,2580,147,0
1776431521950,3,2676,199526,2640,151,0
1776431522950,3,2736,204104,2700,151,0
1776431523949,3,2796,208663,2760,150,0
1776431524950,3,2856,213189,2820,151,0
1776431525949,3,2916,217892,2880,151,0
1776431526950,3,2976,222562,2940,150,0
1776431527949,3,3036,227107,3000,152,0
1776431528949,3,3096,231632,3060,150,0
1776431529949,3,3156,236377,3120,152,0
1776431530949,3,3216,241232,3180,150,0
1776431531950,3,3276,245842,3240,150,0
1776431532950,3,3336,250480,3300,151,0
1776431533949,3,3396,255142,3360,148,0
1776431534949,3,3456,259808,3420,148,0
1776431535950,3,3516,264347,3480,151,0
1776431536949,3,3576,269099,3540,150,0
