wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431478065,5,0,0,1,0,0
1776431479066,5,102,3689,61,138,0
1776431480066,5,162,8102,121,135,0
1776431481066,5,222,12505,181,153,0
1776431482065,5,282,16934,241,136,0
1776431483067,5,342,21505,301,139,0
1776431484066,5,402,25911,361,137,0
1776431485067,5,462,30178,421,138,0
1776431486066,5,522,34465,481,138,0
1776431487067,5,582,38604,541,134,0
1776431488065,5,642,42975,601,141,0
1776431489066,5,702,47241,661,154,0
1776431490066,5,762,51500,721,137,0
1776431491067,5,822,55789,781,137,0
1776431492065,5,882,60119,841,139,0
1776431493065,5,942,64515,901,140,0
1776431494066,5,1002,69171,959,161,0
1776431495065,5,1062,73702,1019,153,0
1776431496066,5,1122,78398,1079,151,0
1776431497066,5,1182,83179,1139,159,0
1776431498066,5,1242,87930,1199,152,0
1776431499067,5,1302,92510,1259,153,0
1776431500065,5,1362,97164,1319,136,0
1776431501066,5,1422,101860,1379,150,0
1776431502066,5,1482,106517,1439,149,0
1776431503067,5,1542,111012,1499,136,0
1776431504065,5,1602,115573,1559,133,0
1776431505067,5,1662,120110,1619,137,0
1776431506066,5,1722,124991,1679,153,0
1776431507065,5,1782,129638,1739,154,0
1776431508065,5,1842,134466,1799,151,0
1776431509067,5,1902,139215,1859,139,0
1776431510066,5,1962,143903,1919,137,0
1776431511065,5,2022,148474,1979,152,0
1776431512067,5,2082,153098,2039,134,0
1776431513065,5,2142,157748,2099,155,0
1776431514066,5,2202,162463,2159,152,0
1776431515066,5,2262,167011,2219,152,0
1776431516065,5,2322,171438,2279,153,0
1776431517065,5,2382,176302,2339,140,0
1776431518066,5,2442,180995,2399,134,0
1776431519066,5,2502,185807,2459,151,0
1776431520065,5,2562,190486,2519,136,0
1776431521066,5,2622,195105,2579,153,0
1776431522067,5,2682,199815,2639,152,0
1776431523065,5,2742,204412,2699,152,0
1776431524066,5,2802,208957,2759,151,0
1776431525066,5,2862,213534,2819,150,0
1776431526066,5,2922,218251,2879,153,0
1776431527065,5,2982,222895,2939,154,0
1776431528066,5,3042,227409,2999,135,0
1776431529065,5,3102,231963,3059,153,0
1776431530065,5,3162,236739,3119,152,0
1776431531066,5,3222,241590,3179,153,0
1776431532065,5,3282,246219,3239,153,0
1776431533066,5,3342,250827,3299,154,0
1776431534067,5,3402,255495,3359,136,0
1776431535066,5,3462,260160,3419,136,0
1776431536066,5,3522,264694,3479,153,0
1776431537065,5,3582,269452,3539,153,0
