wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776429734890,1,0,0,0,0
1776429735891,61,2,845,20,51
1776429736891,121,2,2885,40,171
1776429737891,181,2,4925,60,291
1776429738891,241,2,6965,80,411
1776429739893,301,2,9005,100,531
1776429740893,361,2,11045,120,651
1776429741893,421,2,13085,140,771
1776429742893,481,2,15125,160,891
1776429743893,541,2,17165,180,1011
1776429744893,601,2,19205,200,1131
1776429745893,661,2,21245,220,1251
1776429746893,721,2,23285,240,1371
1776429747893,781,2,25325,260,1491
1776429748893,841,2,27365,280,1611
1776429749893,901,2,29405,300,1731
1776429750893,961,2,31445,320,1851
1776429751893,1021,2,33485,340,1971
1776429752893,1081,2,35525,360,2091
1776429753893,1141,2,37565,380,2211
1776429754893,1201,2,39605,400,2331
1776429755893,1261,2,41645,420,2451
1776429756893,1321,2,43685,440,2571
1776429757893,1381,2,45725,460,2691
1776429758893,1441,2,47765,480,2811
1776429759893,1501,2,49805,500,2931
1776429760893,1561,2,51845,520,3051
1776429761893,1621,2,53885,540,3171
1776429762893,1681,2,55925,560,3291
1776429763893,1741,2,57965,580,3411
1776429764893,1801,2,60005,600,3531
1776429765893,1861,2,62045,620,3651
1776429766893,1921,2,64085,640,3771
1776429767893,1981,2,66125,660,3891
1776429768893,2041,2,68165,680,4011
1776429769893,2101,2,70205,700,4131
1776429770893,2161,2,72245,720,4252
1776429771893,2221,2,74285,740,4372
1776429772895,2281,2,76325,760,4492
1776429773896,2341,2,78365,780,4612
1776429774896,2401,2,80405,800,4732
1776429775897,2461,2,82445,820,4852
1776429776898,2521,2,84485,840,4972
1776429777900,2581,2,86525,860,5093
1776429778900,2641,2,88565,880,5213
1776429779900,2701,2,90605,900,5333
1776429780900,2761,2,92645,920,5453
1776429781900,2821,2,94685,940,5573
1776429782900,2881,2,96725,960,5693
1776429783902,2941,2,98765,980,5813
1776429784902,3001,2,100805,1000,5933
1776429785904,3061,2,102845,1020,6053
1776429786904,3121,2,104885,1040,6173
1776429787904,3181,2,106925,1060,6293
1776429788905,3242,2,108965,1080,6413
1776429789905,3302,2,111005,1100,6533
1776429790907,3362,2,113045,1120,6653
1776429791907,3422,2,115085,1140,6773
1776429792907,3482,2,117125,1160,6893
1776429793909,3542,2,119165,1180,7014
1776429794909,3602,2,121205,1200,7134
1776429795911,3662,0,122356,1220,7200
