wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431539988,3,0,0,1,0,0
1776431540988,3,96,3335,61,151,0
1776431541988,3,156,7702,121,150,0
1776431542988,3,216,11986,181,151,0
1776431543990,3,276,16525,241,150,0
1776431544988,3,336,20702,301,151,0
1776431545989,3,396,25391,361,152,0
1776431546988,3,456,29912,421,150,0
1776431547990,3,516,34414,481,150,0
1776431548988,3,576,38822,541,151,0
1776431549989,3,636,43083,601,151,0
1776431550989,3,696,47247,661,150,0
1776431551990,3,756,51699,721,149,0
1776431552989,3,816,56194,781,150,0
1776431553989,3,876,60679,841,150,0
1776431554989,3,936,65156,901,149,0
1776431555989,3,996,69849,961,149,0
1776431556990,3,1056,74249,1021,149,0
1776431557990,3,1116,78630,1081,149,0
1776431558989,3,1176,83155,1141,151,0
1776431559989,3,1236,87933,1201,150,0
1776431560988,3,1296,92582,1261,140,0
1776431561989,3,1356,97245,1321,142,0
1776431562989,3,1416,101952,1381,144,0
1776431563988,3,1476,106567,1441,143,0
1776431564989,3,1536,111051,1501,146,0
1776431565988,3,1596,115805,1561,144,0
1776431566989,3,1656,120340,1621,144,0
1776431567988,3,1716,125190,1681,146,0
1776431568989,3,1776,130023,1741,144,0
1776431569989,3,1836,134754,1801,141,0
1776431570988,3,1896,139445,1861,144,0
1776431571989,3,1956,143867,1921,145,0
1776431572989,3,2016,148341,1981,143,0
1776431573988,3,2076,152809,2041,143,0
1776431574990,3,2136,157452,2101,142,0
1776431575989,3,2196,162102,2161,142,0
1776431576989,3,2256,166684,2221,143,0
1776431577989,3,2316,171286,2281,144,0
1776431578989,3,2376,175685,2341,145,0
1776431579988,3,2436,180256,2401,143,0
1776431580989,3,2496,184714,2461,147,0
1776431581988,3,2556,189245,2521,146,0
1776431582989,3,2616,193596,2581,145,0
1776431583988,3,2676,198118,2641,146,0
1776431584990,3,2736,202677,2701,146,0
1776431585990,3,2796,206860,2761,146,0
1776431586990,3,2856,211280,2821,145,0
1776431587989,3,2916,215449,2881,145,0
1776431588988,3,2976,219949,2941,142,0
1776431589988,3,3036,224407,3001,146,0
1776431590988,3,3096,228603,3061,146,0
1776431591989,3,3156,233117,3121,143,0
1776431592989,3,3216,237442,3181,147,0
1776431593990,3,3276,242122,3241,144,0
1776431594990,3,3336,246347,3301,145,0
1776431595989,3,3396,251243,3361,141,0
1776431596987,3,3456,255885,3421,146,0
1776431597989,3,3516,260611,3481,145,0
1776431598988,3,3576,265236,3541,146,0
