wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429921534,1,0,0,1,0,0
1776429922535,1,93,1139,61,34,0
1776429923535,1,153,2379,121,36,0
1776429924535,1,213,3701,181,38,0
1776429925537,1,273,4984,241,36,0
1776429926536,1,333,6231,301,51,0
1776429927536,1,393,7520,361,36,0
1776429928536,1,453,8805,421,36,0
1776429929535,1,513,10068,481,36,0
1776429930535,1,573,11312,541,38,0
1776429931536,1,633,12568,601,38,0
1776429932535,1,693,13816,661,53,0
1776429933536,1,753,15092,721,50,0
1776429934537,1,813,16307,781,53,0
1776429935535,1,873,17570,841,36,0
1776429936535,1,933,18853,901,50,0
1776429937535,1,993,20135,961,53,0
1776429938537,1,1053,21426,1021,54,0
1776429939536,1,1113,22741,1081,34,0
1776429940537,1,1173,24084,1141,37,0
1776429941536,1,1233,25444,1201,53,0
1776429942536,1,1293,26788,1261,35,0
1776429943536,1,1353,28133,1321,38,0
1776429944534,1,1413,29470,1381,35,0
1776429945536,1,1473,30830,1441,54,0
1776429946537,1,1533,32196,1501,36,0
1776429947536,1,1593,33514,1561,51,0
1776429948534,1,1653,34838,1621,35,0
1776429949535,1,1713,36206,1681,35,0
1776429950535,1,1773,37541,1741,52,0
1776429951534,1,1833,38852,1801,51,0
1776429952537,1,1893,40190,1861,39,0
1776429953537,1,1953,41526,1921,53,0
1776429954534,1,2013,42856,1981,53,0
1776429955536,1,2073,44189,2041,53,0
1776429956536,1,2133,45502,2101,50,0
1776429957535,1,2193,46838,2161,52,0
1776429958535,1,2253,48182,2221,33,0
1776429959535,1,2313,49515,2281,37,0
1776429960534,1,2373,50834,2341,51,0
1776429961536,1,2433,52173,2401,36,0
1776429962535,1,2493,53541,2461,54,0
1776429963534,1,2553,54883,2521,38,0
1776429964535,1,2613,56210,2581,39,0
1776429965536,1,2673,57572,2641,38,0
1776429966536,1,2733,58926,2701,36,0
1776429967535,1,2793,60274,2761,33,0
1776429968535,1,2853,61618,2821,36,0
1776429969535,1,2913,62952,2881,35,0
1776429970536,1,2973,64301,2941,53,0
1776429971535,1,3033,65651,3001,35,0
1776429972535,1,3093,66956,3061,35,0
1776429973536,1,3153,68271,3121,53,0
1776429974536,1,3213,69635,3181,38,0
1776429975536,1,3273,70966,3241,54,0
1776429976536,1,3333,72285,3301,51,0
1776429977535,1,3393,73624,3361,35,0
1776429978534,1,3453,74955,3421,53,0
1776429979535,1,3513,76300,3481,35,0
1776429980535,1,3573,77637,3541,36,0
