wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429921573,2,0,0,1,0,0
1776429922575,2,96,1165,61,47,0
1776429923576,2,156,2412,121,46,0
1776429924575,2,216,3734,181,47,0
1776429925576,2,276,5015,241,44,0
1776429926574,2,336,6273,301,49,0
1776429927576,2,396,7562,361,47,0
1776429928574,2,456,8847,421,45,0
1776429929575,2,516,10111,481,46,0
1776429930576,2,576,11354,541,46,0
1776429931574,2,636,12610,601,47,0
1776429932574,2,696,13857,661,45,0
1776429933574,2,756,15135,721,47,0
1776429934575,2,816,16348,781,47,0
1776429935574,2,876,17612,841,47,0
1776429936575,2,936,18896,901,48,0
1776429937574,2,996,20177,961,49,0
1776429938576,2,1056,21462,1021,46,0
1776429939575,2,1116,22776,1081,48,0
1776429940574,2,1176,24119,1141,48,0
1776429941574,2,1236,25479,1201,48,0
1776429942574,2,1296,26823,1261,47,0
1776429943575,2,1356,28165,1321,45,0
1776429944573,2,1416,29505,1381,45,0
1776429945576,2,1476,30866,1441,47,0
1776429946576,2,1536,32231,1501,45,0
1776429947574,2,1596,33548,1561,46,0
1776429948574,2,1656,34884,1621,45,0
1776429949575,2,1716,36253,1681,48,0
1776429950574,2,1776,37586,1741,45,0
1776429951575,2,1836,38897,1801,46,0
1776429952574,2,1896,40236,1861,48,0
1776429953574,2,1956,41572,1921,45,0
1776429954575,2,2016,42899,1981,46,0
1776429955575,2,2076,44233,2041,46,0
1776429956574,2,2136,45547,2101,48,0
1776429957576,2,2196,46883,2161,48,0
1776429958575,2,2256,48228,2221,46,0
1776429959576,2,2316,49559,2281,46,0
1776429960574,2,2376,50879,2341,47,0
1776429961576,2,2436,52220,2401,46,0
1776429962576,2,2496,53576,2461,47,0
1776429963574,2,2556,54917,2521,48,0
1776429964575,2,2616,56245,2581,48,0
1776429965574,2,2676,57605,2641,46,0
1776429966575,2,2736,58961,2701,48,0
1776429967574,2,2796,60309,2761,48,0
1776429968576,2,2856,61653,2821,48,0
1776429969574,2,2916,62987,2881,48,0
1776429970575,2,2976,64337,2941,46,0
1776429971575,2,3036,65697,3001,48,0
1776429972575,2,3096,67000,3061,47,0
1776429973574,2,3156,68317,3121,46,0
1776429974574,2,3216,69682,3181,48,0
1776429975574,2,3276,71011,3241,46,0
1776429976574,2,3336,72328,3301,49,0
1776429977574,2,3396,73670,3361,46,0
1776429978575,2,3456,75001,3421,46,0
1776429979576,2,3516,76345,3481,47,0
1776429980573,2,3576,77682,3541,48,0
