wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430356055,2,0,0,1,0,0
1776430357057,2,102,1020,61,253,20
1776430358057,2,162,2040,121,237,32
1776430359057,2,222,3060,181,252,32
1776430360055,2,282,4080,241,241,32
1776430361056,2,342,5100,301,253,32
1776430362057,2,402,6120,361,252,32
1776430363058,2,462,7140,421,253,32
1776430364057,2,522,8160,481,237,32
1776430365057,2,582,9180,541,254,32
1776430366058,2,642,10200,601,254,32
1776430367057,2,702,11220,661,239,32
1776430368058,2,762,12240,721,255,32
1776430369057,2,822,13260,781,240,32
1776430370056,2,882,14280,841,239,32
1776430371057,2,942,15300,901,236,32
1776430372057,2,1002,16320,961,253,32
1776430373055,2,1062,17340,1021,255,32
1776430374056,2,1122,18360,1081,237,32
1776430375057,2,1182,19380,1141,254,32
1776430376056,2,1242,20400,1201,238,32
1776430377056,2,1302,21420,1261,255,32
1776430378055,2,1362,22440,1321,255,32
1776430379057,2,1422,23460,1381,238,32
1776430380057,2,1482,24480,1441,254,32
1776430381058,2,1542,25500,1501,255,32
1776430382056,2,1602,26520,1561,253,32
1776430383055,2,1662,27540,1621,253,32
1776430384056,2,1722,28560,1681,256,32
1776430385056,2,1782,29580,1741,252,32
1776430386057,2,1842,30600,1801,255,32
1776430387056,2,1902,31620,1861,237,32
1776430388058,2,1962,32640,1921,256,32
1776430389057,2,2022,33660,1981,254,32
1776430390055,2,2082,34680,2041,253,32
1776430391058,2,2142,35700,2101,237,32
1776430392058,2,2202,36720,2161,235,32
1776430393057,2,2262,37740,2221,257,32
1776430394056,2,2322,38760,2281,238,32
1776430395058,2,2382,39780,2341,254,32
1776430396057,2,2442,40800,2401,237,32
1776430397057,2,2502,41820,2461,254,32
1776430398058,2,2562,42840,2521,255,32
1776430399058,2,2622,43860,2581,236,32
1776430400056,2,2682,44880,2641,239,32
1776430401058,2,2742,45900,2701,253,32
1776430402057,2,2802,46920,2761,236,32
1776430403058,2,2862,47940,2821,238,32
1776430404058,2,2922,48960,2881,253,32
1776430405057,2,2982,49980,2941,251,32
1776430406057,2,3042,51000,3001,237,32
1776430407056,2,3102,52020,3061,252,32
1776430408057,2,3162,53040,3121,257,32
1776430409058,2,3222,54060,3181,254,32
1776430410057,2,3282,55080,3241,253,32
1776430411057,2,3342,56100,3301,254,32
1776430412056,2,3402,57120,3361,256,32
1776430413057,2,3462,58140,3421,238,32
1776430414057,2,3522,59160,3481,251,32
1776430415057,2,3582,60180,3541,238,32
