wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430355998,1,0,0,1,0,0
1776430357000,1,99,998,61,243,19
1776430357998,1,159,2018,121,243,32
1776430358999,1,219,3038,181,246,32
1776430360000,1,279,4058,241,243,32
1776430361000,1,339,5078,301,245,32
1776430362000,1,399,6098,361,247,32
1776430362999,1,459,7118,421,246,32
1776430364000,1,519,8138,481,246,32
1776430364998,1,579,9158,541,247,32
1776430365999,1,639,10178,601,244,32
1776430367001,1,699,11198,661,245,32
1776430368000,1,759,12218,721,244,32
1776430369000,1,819,13238,781,246,32
1776430370000,1,879,14258,841,246,32
1776430370998,1,939,15278,901,246,32
1776430371998,1,999,16298,961,246,32
1776430373000,1,1059,17318,1021,244,32
1776430373998,1,1119,18338,1081,243,32
1776430374999,1,1179,19358,1141,244,32
1776430375998,1,1239,20378,1201,247,32
1776430377000,1,1299,21398,1261,247,32
1776430378000,1,1359,22418,1321,246,32
1776430378998,1,1419,23438,1381,248,32
1776430379998,1,1479,24458,1441,244,32
1776430381000,1,1539,25478,1501,245,32
1776430382000,1,1599,26498,1561,244,32
1776430382999,1,1659,27518,1621,246,32
1776430384000,1,1719,28538,1681,245,32
1776430385000,1,1779,29558,1741,245,32
1776430385998,1,1839,30578,1801,245,32
1776430387000,1,1899,31598,1861,243,32
1776430387998,1,1959,32618,1921,247,32
1776430388998,1,2019,33638,1981,246,32
1776430389998,1,2079,34658,2041,246,32
1776430390998,1,2139,35678,2101,244,32
1776430391999,1,2199,36698,2161,244,32
1776430392999,1,2259,37718,2221,243,32
1776430394000,1,2319,38738,2281,247,32
1776430394999,1,2379,39758,2341,245,32
1776430395998,1,2439,40778,2401,245,32
1776430397000,1,2499,41798,2461,246,32
1776430397999,1,2559,42818,2521,245,32
1776430398999,1,2619,43838,2581,243,32
1776430400000,1,2679,44858,2641,246,32
1776430400999,1,2739,45878,2701,245,32
1776430401999,1,2799,46898,2761,246,32
1776430402998,1,2859,47918,2821,244,32
1776430404000,1,2919,48938,2881,246,32
1776430405000,1,2979,49958,2941,247,32
1776430405999,1,3039,50978,3001,245,32
1776430406998,1,3099,51998,3061,246,32
1776430407999,1,3159,53018,3121,247,32
1776430408998,1,3219,54038,3181,247,32
1776430410001,1,3279,55058,3241,247,32
1776430410998,1,3339,56078,3301,244,32
1776430411999,1,3399,57098,3361,245,32
1776430412999,1,3459,58118,3421,244,32
1776430413999,1,3519,59138,3481,246,32
1776430415000,1,3579,60158,3541,245,32
