wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430355224,1,0,0,0,0
1776430356224,61,2,641,20,12
1776430357225,121,2,2681,40,133
1776430358226,181,2,4721,60,253
1776430359227,241,2,6761,80,373
1776430360227,301,2,8801,100,493
1776430361227,361,2,10841,120,613
1776430362227,421,2,12881,140,733
1776430363227,481,2,14921,160,853
1776430364228,541,2,16961,180,973
1776430365230,601,2,19001,200,1093
1776430366232,661,2,21041,220,1213
1776430367233,721,2,23081,240,1333
1776430368233,781,2,25121,260,1453
1776430369233,841,2,27161,280,1573
1776430370233,901,2,29201,300,1693
1776430371233,961,2,31241,320,1813
1776430372235,1021,2,33281,340,1934
1776430373236,1081,2,35321,360,2054
1776430374236,1141,2,37361,380,2174
1776430375237,1201,2,39401,400,2294
1776430376238,1261,2,41441,420,2414
1776430377240,1321,2,43481,440,2534
1776430378241,1382,2,45521,460,2655
1776430379241,1442,2,47561,480,2774
1776430380243,1502,2,49601,500,2895
1776430381244,1562,2,51641,520,3015
1776430382244,1622,2,53681,540,3135
1776430383246,1682,2,55721,560,3255
1776430384246,1742,2,57761,580,3375
1776430385247,1802,2,59801,600,3495
1776430386249,1862,2,61841,620,3615
1776430387250,1922,2,63881,640,3735
1776430388250,1982,2,65921,660,3856
1776430389250,2042,2,67961,680,3975
1776430390250,2102,2,70001,700,4096
1776430391252,2162,2,72041,720,4216
1776430392252,2222,2,74081,740,4336
1776430393254,2282,2,76121,760,4456
1776430394256,2342,2,78161,780,4576
1776430395258,2403,2,80303,801,4696
1776430396258,2463,2,82343,821,4816
1776430397259,2523,2,84383,841,4937
1776430398260,2583,2,86423,861,5057
1776430399260,2643,2,88463,881,5177
1776430400260,2703,2,90503,901,5297
1776430401260,2763,2,92543,921,5417
1776430402262,2823,2,94583,941,5537
1776430403262,2883,2,96623,961,5657
1776430404264,2943,2,98663,981,5777
1776430405266,3003,2,100703,1001,5898
1776430406268,3063,2,102743,1021,6018
1776430407268,3123,2,104783,1041,6138
1776430408269,3183,2,106823,1061,6258
1776430409269,3243,2,108863,1081,6378
1776430410271,3303,2,110903,1101,6498
1776430411272,3363,2,112943,1121,6618
1776430412272,3423,2,114983,1141,6738
1776430413272,3483,2,117023,1161,6858
1776430414272,3543,2,119063,1181,6978
1776430415274,3604,2,121103,1201,7098
1776430416274,3664,2,123143,1221,7189
