wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430107085,1,0,0,0,0
1776430108085,61,2,743,20,32
1776430109085,121,2,2783,40,152
1776430110086,181,2,4823,60,272
1776430111086,241,2,6863,80,392
1776430112088,301,2,8903,100,512
1776430113088,361,2,10943,120,633
1776430114088,421,2,12983,140,752
1776430115088,481,2,15023,160,872
1776430116088,541,2,17063,180,993
1776430117088,601,2,19103,200,1113
1776430118088,661,2,21143,220,1233
1776430119088,721,2,23183,240,1353
1776430120088,781,2,25223,260,1473
1776430121088,841,2,27263,280,1593
1776430122088,901,2,29303,300,1712
1776430123088,961,2,31343,320,1832
1776430124088,1021,2,33383,340,1953
1776430125088,1081,2,35423,360,2072
1776430126088,1141,2,37463,380,2192
1776430127089,1201,2,39503,400,2313
1776430128089,1261,2,41543,420,2432
1776430129089,1321,2,43583,440,2552
1776430130089,1381,2,45623,460,2672
1776430131089,1441,2,47663,480,2792
1776430132091,1501,2,49703,500,2912
1776430133091,1561,2,51743,520,3032
1776430134091,1621,2,53783,540,3152
1776430135091,1681,2,55823,560,3272
1776430136091,1741,2,57863,580,3393
1776430137092,1801,2,59903,600,3512
1776430138092,1861,2,61943,620,3632
1776430139092,1921,2,63983,640,3752
1776430140092,1981,2,66023,660,3872
1776430141092,2041,2,68063,680,3992
1776430142092,2101,2,70103,700,4112
1776430143092,2161,2,72143,720,4232
1776430144092,2221,2,74183,740,4352
1776430145092,2281,2,76223,760,4472
1776430146092,2341,2,78263,780,4592
1776430147092,2401,2,80303,800,4712
1776430148092,2461,2,82343,820,4832
1776430149092,2521,2,84383,840,4952
1776430150092,2581,2,86423,860,5072
1776430151092,2641,2,88463,880,5192
1776430152092,2701,2,90503,900,5312
1776430153092,2761,2,92543,920,5432
1776430154092,2821,2,94583,940,5552
1776430155092,2881,2,96623,960,5672
1776430156092,2941,2,98663,980,5792
1776430157092,3001,2,100703,1000,5912
1776430158092,3061,2,102743,1020,6032
1776430159094,3121,2,104783,1040,6153
1776430160094,3181,2,106823,1060,6272
1776430161094,3241,2,108863,1080,6393
1776430162094,3301,2,110903,1100,6513
1776430163094,3361,2,112943,1120,6632
1776430164094,3421,2,114983,1140,6753
1776430165094,3481,2,117023,1160,6873
1776430166094,3541,2,119063,1180,6993
1776430167094,3601,2,121103,1200,7112
1776430168094,3661,2,123143,1220,7194
