wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430107793,2,0,0,1,0,0
1776430108795,2,99,1020,61,147,20
1776430109795,2,159,2040,121,145,32
1776430110795,2,219,3060,181,145,32
1776430111793,2,279,4080,241,143,32
1776430112794,2,339,5100,301,144,32
1776430113793,2,399,6120,361,145,32
1776430114794,2,459,7140,421,144,32
1776430115794,2,519,8160,481,144,32
1776430116793,2,579,9180,541,145,32
1776430117795,2,639,10200,601,145,32
1776430118793,2,699,11220,661,143,32
1776430119795,2,759,12240,721,142,32
1776430120795,2,819,13260,781,145,32
1776430121793,2,879,14280,841,143,32
1776430122793,2,939,15300,901,143,32
1776430123794,2,999,16320,961,142,32
1776430124793,2,1059,17340,1021,145,32
1776430125793,2,1119,18360,1081,145,32
1776430126795,2,1179,19380,1141,145,32
1776430127795,2,1239,20400,1200,143,32
1776430128794,2,1299,21420,1260,146,32
1776430129795,2,1359,22440,1320,144,32
1776430130793,2,1419,23460,1380,143,32
1776430131793,2,1479,24480,1440,142,32
1776430132794,2,1539,25500,1500,143,32
1776430133795,2,1599,26520,1560,144,32
1776430134794,2,1659,27540,1620,146,32
1776430135795,2,1719,28560,1680,143,32
1776430136794,2,1779,29580,1740,147,32
1776430137793,2,1839,30600,1800,146,32
1776430138795,2,1899,31620,1860,148,32
1776430139794,2,1959,32640,1920,147,32
1776430140795,2,2019,33660,1980,145,32
1776430141794,2,2079,34680,2040,149,32
1776430142793,2,2139,35700,2100,147,32
1776430143794,2,2199,36720,2160,145,32
1776430144794,2,2259,37740,2220,148,32
1776430145794,2,2319,38760,2280,147,32
1776430146794,2,2379,39780,2340,150,32
1776430147793,2,2439,40800,2400,146,32
1776430148793,2,2499,41820,2460,146,32
1776430149794,2,2559,42840,2520,145,32
1776430150793,2,2619,43860,2580,147,32
1776430151793,2,2679,44880,2640,146,32
1776430152793,2,2739,45900,2700,148,32
1776430153794,2,2799,46920,2760,146,32
1776430154794,2,2859,47940,2820,148,32
1776430155794,2,2919,48960,2880,148,32
1776430156793,2,2979,49980,2940,146,32
1776430157793,2,3039,51000,3000,146,32
1776430158792,2,3099,52020,3060,146,32
1776430159794,2,3159,53040,3120,145,32
1776430160793,2,3219,54060,3180,147,32
1776430161793,2,3279,55080,3240,147,32
1776430162793,2,3339,56100,3300,145,32
1776430163793,2,3399,57120,3360,148,32
1776430164793,2,3459,58140,3420,149,32
1776430165794,2,3519,59160,3480,145,32
1776430166793,2,3579,60180,3540,148,32
