wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430857630,1,0,0,1,0,0
1776430858632,1,96,947,61,200,18
1776430859631,1,156,1916,121,152,32
1776430860631,1,216,2834,181,150,32
1776430861631,1,276,3854,240,149,32
1776430862630,1,336,4874,300,148,32
1776430863630,1,393,5792,360,148,32
1776430864631,1,456,6710,420,149,32
1776430865632,1,516,7679,481,149,32
1776430866631,1,576,8648,540,149,32
1776430867632,1,636,9668,601,150,32
1776430868631,1,696,10637,660,148,32
1776430869631,1,756,11555,720,151,32
1776430870632,1,816,12524,781,147,32
1776430871631,1,876,13544,840,149,32
1776430872632,1,936,14513,901,148,32
1776430873631,1,996,15533,960,150,32
1776430874630,1,1056,16553,1020,150,32
1776430875630,1,1116,17573,1080,149,32
1776430876630,1,1176,18542,1140,164,32
1776430877631,1,1233,19460,1200,150,32
1776430878632,1,1296,20480,1260,150,32
1776430879631,1,1356,21500,1320,150,32
1776430880632,1,1416,22520,1380,147,32
1776430881630,1,1476,23489,1440,149,32
1776430882631,1,1536,24509,1500,149,32
1776430883632,1,1596,25529,1560,150,32
1776430884632,1,1656,26498,1621,147,32
1776430885631,1,1716,27467,1680,150,32
1776430886631,1,1776,28487,1740,150,32
1776430887631,1,1836,29507,1800,152,32
1776430888631,1,1896,30476,1860,148,32
1776430889632,1,1956,31445,1920,150,32
1776430890632,1,2016,32465,1981,147,32
1776430891632,1,2076,33485,2041,149,32
1776430892630,1,2136,34505,2100,148,32
1776430893631,1,2196,35474,2160,149,32
1776430894632,1,2256,36494,2220,148,32
1776430895630,1,2316,37514,2280,150,32
1776430896631,1,2376,38534,2340,149,32
1776430897630,1,2436,39554,2400,149,32
1776430898632,1,2496,40574,2461,151,32
1776430899631,1,2556,41594,2520,151,32
1776430900630,1,2616,42614,2580,149,32
1776430901631,1,2676,43634,2640,151,32
1776430902632,1,2736,44603,2701,148,32
1776430903631,1,2796,45623,2760,150,32
1776430904630,1,2856,46643,2820,152,32
1776430905630,1,2916,47663,2880,150,32
1776430906630,1,2976,48632,2940,150,32
1776430907631,1,3036,49550,3000,148,32
1776430908632,1,3096,50570,3061,148,32
1776430909630,1,3156,51539,3120,149,32
1776430910630,1,3216,52508,3180,150,32
1776430911631,1,3276,53528,3240,149,32
1776430912630,1,3336,54446,3300,150,32
1776430913630,1,3396,55466,3360,149,32
1776430914632,1,3456,56435,3420,148,32
1776430915632,1,3516,57455,3481,149,32
1776430916631,1,3576,58424,3540,150,32
