wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430857692,2,0,0,1,0,0
1776430858695,2,96,867,61,139,17
1776430859693,2,159,1887,121,137,32
1776430860694,2,219,2907,181,140,32
1776430861694,2,279,3927,241,139,32
1776430862695,2,339,4947,301,140,32
1776430863692,2,399,5916,361,142,32
1776430864692,2,459,6885,421,154,32
1776430865692,2,519,7905,481,138,32
1776430866695,2,579,8925,541,139,32
1776430867694,2,639,9894,601,141,32
1776430868693,2,699,10914,661,140,32
1776430869694,2,759,11934,721,141,32
1776430870694,2,819,12954,781,156,32
1776430871694,2,879,13974,841,139,32
1776430872693,2,939,14943,901,189,32
1776430873693,2,999,15912,961,190,32
1776430874694,2,1059,16932,1021,140,32
1776430875693,2,1119,17952,1081,139,32
1776430876694,2,1179,18870,1141,140,32
1776430877694,2,1239,19890,1201,140,32
1776430878694,2,1299,20910,1261,139,32
1776430879693,2,1356,21879,1321,141,32
1776430880693,2,1419,22899,1381,140,32
1776430881694,2,1479,23766,1441,140,32
1776430882694,2,1539,24786,1501,139,32
1776430883692,2,1599,25806,1561,139,32
1776430884694,2,1659,26826,1621,139,32
1776430885693,2,1719,27846,1681,139,32
1776430886693,2,1779,28764,1741,140,32
1776430887694,2,1839,29784,1801,141,32
1776430888693,2,1899,30804,1861,139,32
1776430889693,2,1959,31824,1921,140,32
1776430890694,2,2019,32844,1981,140,32
1776430891692,2,2079,33813,2041,140,32
1776430892693,2,2139,34731,2101,154,32
1776430893694,2,2199,35751,2161,140,32
1776430894693,2,2259,36771,2221,139,32
1776430895692,2,2319,37740,2281,139,32
1776430896694,2,2379,38760,2341,140,32
1776430897693,2,2439,39678,2401,190,32
1776430898692,2,2499,40698,2461,138,32
1776430899692,2,2559,41718,2521,140,32
1776430900694,2,2619,42687,2581,140,32
1776430901693,2,2679,43707,2641,138,32
1776430902693,2,2739,44574,2701,207,32
1776430903693,2,2799,45594,2761,139,32
1776430904694,2,2859,46563,2821,139,32
1776430905693,2,2919,47481,2881,190,32
1776430906694,2,2979,48450,2941,157,32
1776430907693,2,3039,49368,3001,139,32
1776430908694,2,3099,50388,3061,141,32
1776430909694,2,3159,51408,3121,138,32
1776430910694,2,3219,52428,3181,139,32
1776430911694,2,3279,53448,3241,141,32
1776430912692,2,3339,54417,3301,140,32
1776430913694,2,3399,55386,3361,138,32
1776430914692,2,3459,56406,3421,139,32
1776430915692,2,3519,57426,3481,137,32
1776430916693,2,3579,58395,3541,140,32
