wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430541889,1,0,0,1,0,0
1776430542889,1,87,1101,61,235,0
1776430543892,1,147,2329,121,251,0
1776430544891,1,207,3606,181,255,0
1776430545891,1,267,4881,241,254,0
1776430546889,1,327,6096,301,254,0
1776430547890,1,387,7373,361,236,0
1776430548891,1,447,8622,421,253,0
1776430549890,1,507,9894,481,256,0
1776430550891,1,567,11169,541,255,0
1776430551891,1,627,12435,601,253,0
1776430552890,1,687,13715,661,237,0
1776430553892,1,747,15007,721,253,0
1776430554890,1,807,16279,781,239,0
1776430555889,1,867,17548,841,251,0
1776430556891,1,927,18819,901,253,0
1776430557890,1,987,20115,961,252,0
1776430558889,1,1047,21418,1021,251,0
1776430559890,1,1107,22745,1081,238,0
1776430560891,1,1167,24095,1141,255,0
1776430561890,1,1227,25448,1201,234,0
1776430562890,1,1287,26788,1261,256,0
1776430563891,1,1347,28135,1321,254,0
1776430564892,1,1407,29468,1381,250,0
1776430565892,1,1467,30822,1441,237,0
1776430566891,1,1527,32178,1501,237,0
1776430567892,1,1587,33491,1561,239,0
1776430568890,1,1647,34813,1621,239,0
1776430569890,1,1707,36176,1681,255,0
1776430570889,1,1767,37517,1741,237,0
1776430571889,1,1827,38836,1801,255,0
1776430572889,1,1887,40166,1861,251,0
1776430573889,1,1947,41488,1921,238,0
1776430574890,1,2007,42832,1981,253,0
1776430575890,1,2067,44166,2041,255,0
1776430576890,1,2127,45488,2101,252,0
1776430577889,1,2187,46816,2161,255,0
1776430578890,1,2247,48166,2221,254,0
1776430579890,1,2307,49499,2281,235,0
1776430580892,1,2367,50819,2341,254,0
1776430581889,1,2427,52159,2401,252,0
1776430582889,1,2487,53533,2461,255,0
1776430583889,1,2547,54867,2521,254,0
1776430584890,1,2607,56194,2581,256,0
1776430585890,1,2667,57555,2641,252,0
1776430586892,1,2727,58909,2701,238,0
1776430587890,1,2787,60253,2761,254,0
1776430588891,1,2847,61589,2821,236,0
1776430589889,1,2907,62914,2881,252,0
1776430590891,1,2967,64253,2941,254,0
1776430591889,1,3027,65600,3001,252,0
1776430592891,1,3087,66920,3061,256,0
1776430593889,1,3147,68239,3121,254,0
1776430594889,1,3207,69583,3181,256,0
1776430595889,1,3267,70931,3241,254,0
1776430596892,1,3327,72240,3301,255,0
1776430597891,1,3387,73561,3361,252,0
1776430598890,1,3447,74904,3421,254,0
1776430599890,1,3507,76254,3481,253,0
1776430600890,1,3567,77592,3541,250,0
