wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430231729,1,0,0,1,0,0
1776430232730,1,90,1113,61,150,0
1776430233730,1,150,2347,121,149,0
1776430234732,1,210,3666,181,148,0
1776430235730,1,270,4931,241,151,0
1776430236729,1,330,6178,301,150,0
1776430237731,1,390,7467,361,147,0
1776430238731,1,450,8750,421,148,0
1776430239730,1,510,10023,481,151,0
1776430240729,1,570,11268,541,149,0
1776430241731,1,630,12532,601,152,0
1776430242731,1,690,13783,661,147,0
1776430243729,1,750,15060,721,148,0
1776430244730,1,810,16258,781,148,0
1776430245731,1,870,17499,841,147,0
1776430246731,1,930,18785,901,151,0
1776430247729,1,990,20072,961,149,0
1776430248729,1,1050,21338,1021,150,0
1776430249731,1,1110,22647,1081,150,0
1776430250732,1,1170,23990,1141,148,0
1776430251731,1,1230,25331,1201,151,0
1776430252729,1,1290,26671,1261,150,0
1776430253731,1,1350,28007,1321,150,0
1776430254731,1,1410,29331,1381,150,0
1776430255729,1,1470,30687,1441,147,0
1776430256730,1,1530,32053,1501,150,0
1776430257731,1,1590,33363,1561,150,0
1776430258730,1,1650,34686,1621,150,0
1776430259730,1,1710,36052,1681,151,0
1776430260730,1,1770,37391,1741,150,0
1776430261731,1,1830,38673,1801,149,0
1776430262729,1,1890,40006,1861,150,0
1776430263729,1,1950,41347,1921,150,0
1776430264730,1,2010,42684,1981,150,0
1776430265729,1,2070,44018,2041,150,0
1776430266729,1,2130,45323,2101,150,0
1776430267731,1,2190,46665,2161,150,0
1776430268731,1,2250,48008,2221,150,0
1776430269729,1,2310,49335,2281,149,0
1776430270730,1,2370,50652,2341,148,0
1776430271731,1,2430,51998,2401,148,0
1776430272730,1,2490,53372,2461,149,0
1776430273730,1,2550,54711,2521,148,0
1776430274731,1,2610,56037,2581,149,0
1776430275730,1,2670,57399,2641,151,0
1776430276730,1,2730,58750,2701,148,0
1776430277730,1,2790,60090,2761,150,0
1776430278730,1,2850,61406,2821,150,0
1776430279731,1,2910,62732,2881,148,0
1776430280731,1,2970,64073,2941,150,0
1776430281729,1,3030,65431,3001,146,0
1776430282729,1,3090,66745,3061,150,0
1776430283731,1,3150,68066,3121,151,0
1776430284729,1,3210,69423,3181,148,0
1776430285729,1,3270,70769,3241,149,0
1776430286729,1,3330,72083,3301,150,0
1776430287730,1,3390,73402,3361,150,0
1776430288729,1,3450,74733,3421,150,0
1776430289731,1,3510,76079,3481,149,0
1776430290730,1,3570,77418,3541,150,0
