wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429673410,1,0,0,1,0,0
1776429674413,1,93,998,61,44,19
1776429675414,1,153,2018,121,46,32
1776429676412,1,213,3038,181,44,32
1776429677410,1,273,4058,241,45,32
1776429678411,1,333,5078,301,45,32
1776429679412,1,393,6098,361,48,32
1776429680412,1,453,7118,421,47,32
1776429681413,1,513,8138,481,46,32
1776429682413,1,573,9158,541,48,32
1776429683412,1,633,10178,601,45,32
1776429684413,1,693,11198,661,48,32
1776429685411,1,753,12218,721,45,32
1776429686412,1,813,13238,781,47,32
1776429687412,1,873,14258,841,48,32
1776429688411,1,933,15278,901,47,32
1776429689411,1,993,16298,961,45,32
1776429690412,1,1053,17318,1021,47,32
1776429691412,1,1113,18338,1081,45,32
1776429692412,1,1173,19358,1141,45,32
1776429693413,1,1233,20378,1201,46,32
1776429694411,1,1293,21398,1261,48,32
1776429695411,1,1353,22418,1321,45,32
1776429696412,1,1413,23438,1381,48,32
1776429697412,1,1473,24458,1441,46,32
1776429698413,1,1533,25478,1501,48,32
1776429699411,1,1593,26498,1561,44,32
1776429700411,1,1653,27518,1621,46,32
1776429701410,1,1713,28538,1681,48,32
1776429702412,1,1773,29558,1741,47,32
1776429703412,1,1833,30578,1801,45,32
1776429704413,1,1893,31598,1861,48,32
1776429705411,1,1953,32618,1921,46,32
1776429706411,1,2013,33638,1981,47,32
1776429707412,1,2073,34658,2041,45,32
1776429708413,1,2133,35678,2101,45,32
1776429709412,1,2193,36698,2161,46,32
1776429710411,1,2253,37718,2221,46,32
1776429711412,1,2313,38738,2281,45,32
1776429712412,1,2373,39758,2341,46,32
1776429713413,1,2433,40778,2401,45,32
1776429714413,1,2493,41798,2461,44,32
1776429715411,1,2553,42818,2521,45,32
1776429716413,1,2613,43838,2581,43,32
1776429717413,1,2673,44858,2641,45,32
1776429718411,1,2733,45878,2701,46,32
1776429719413,1,2793,46898,2761,45,32
1776429720410,1,2853,47918,2821,46,32
1776429721412,1,2913,48938,2881,45,32
1776429722413,1,2973,49958,2941,46,32
1776429723412,1,3033,50978,3001,46,32
1776429724412,1,3093,51998,3061,44,32
1776429725412,1,3153,53018,3121,45,32
1776429726411,1,3213,54038,3181,47,32
1776429727411,1,3273,55058,3241,45,32
1776429728411,1,3333,56078,3301,45,32
1776429729411,1,3393,57098,3361,47,32
1776429730411,1,3453,58118,3421,45,32
1776429731412,1,3513,59138,3481,44,32
1776429732411,1,3573,60158,3541,44,32
