wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776429672855,1,0,0,0,0
1776429673855,61,2,845,20,51
1776429674855,121,2,2885,40,171
1776429675855,181,2,4925,60,291
1776429676855,241,2,6965,80,411
1776429677855,301,2,9005,100,531
1776429678855,361,2,11045,120,651
1776429679855,421,2,13085,140,771
1776429680855,481,2,15125,160,891
1776429681855,541,2,17165,180,1011
1776429682855,601,2,19205,200,1131
1776429683855,661,2,21245,220,1251
1776429684855,721,2,23285,240,1371
1776429685855,781,2,25325,260,1491
1776429686855,841,2,27365,280,1611
1776429687855,901,2,29405,300,1731
1776429688855,961,2,31445,320,1851
1776429689855,1021,2,33485,340,1971
1776429690855,1081,2,35525,360,2091
1776429691855,1141,2,37565,380,2211
1776429692855,1201,2,39605,400,2331
1776429693855,1261,2,41645,420,2451
1776429694855,1321,2,43685,440,2571
1776429695856,1381,2,45725,460,2691
1776429696857,1441,2,47765,480,2812
1776429697857,1501,2,49805,500,2932
1776429698858,1561,2,51845,520,3052
1776429699860,1621,2,53885,540,3172
1776429700860,1681,2,55925,560,3292
1776429701860,1741,2,57965,580,3412
1776429702860,1801,2,60005,600,3532
1776429703860,1861,2,62045,620,3652
1776429704860,1921,2,64085,640,3772
1776429705860,1981,2,66125,660,3892
1776429706860,2041,2,68165,680,4012
1776429707860,2101,2,70205,700,4132
1776429708860,2161,2,72245,720,4252
1776429709860,2221,2,74285,740,4372
1776429710860,2281,2,76325,760,4492
1776429711862,2341,2,78365,780,4613
1776429712862,2401,2,80405,800,4733
1776429713863,2461,2,82445,820,4853
1776429714865,2521,2,84485,840,4973
1776429715865,2581,2,86525,860,5093
1776429716865,2641,2,88565,880,5213
1776429717865,2701,2,90605,900,5333
1776429718865,2761,2,92645,920,5453
1776429719865,2821,2,94685,940,5573
1776429720867,2881,2,96725,960,5693
1776429721867,2941,2,98765,980,5813
1776429722867,3001,2,100805,1000,5933
1776429723867,3061,2,102845,1020,6053
1776429724867,3121,2,104885,1040,6173
1776429725867,3181,2,106925,1060,6293
1776429726867,3241,2,108965,1080,6413
1776429727867,3301,2,111005,1100,6533
1776429728868,3361,2,113045,1120,6653
1776429729868,3421,2,115085,1140,6773
1776429730870,3481,2,117125,1160,6893
1776429731870,3541,2,119165,1180,7013
1776429732871,3602,2,121205,1200,7133
1776429733871,3662,0,122356,1220,7200
