wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776431353208,1,0,0,0,0
1776431354208,60,8,4154,20,58
1776431355208,121,8,33434,40,531
1776431356209,181,8,62714,60,1011
1776431357209,241,8,91994,80,1491
1776431358209,301,8,121274,100,1971
1776431359209,361,8,150554,120,2451
1776431360209,421,8,179834,140,2931
1776431361209,481,8,209114,160,3411
1776431362209,541,8,238394,180,3891
1776431363209,601,8,267674,200,4371
1776431364209,661,8,296954,220,4851
1776431365211,721,8,326234,240,5332
1776431366211,781,8,355514,260,5812
1776431367211,841,8,384794,280,6292
1776431368211,901,8,414074,300,6772
1776431369211,961,8,443354,320,7252
1776431370211,1021,8,472634,340,7732
1776431371211,1081,8,501914,360,8212
1776431372211,1141,8,531194,380,8692
1776431373211,1201,8,560474,400,9172
1776431374211,1261,8,589754,420,9652
1776431375211,1321,8,619034,440,10132
1776431376211,1381,8,648314,460,10612
1776431377211,1441,8,677594,480,11092
1776431378211,1501,8,706874,500,11572
1776431379211,1561,8,736154,520,12052
1776431380211,1621,8,765434,540,12532
1776431381211,1681,8,794714,560,13012
1776431382211,1741,8,823994,580,13491
1776431383211,1801,8,853274,600,13971
1776431384211,1861,8,882554,620,14452
1776431385212,1921,8,911834,640,14932
1776431386213,1981,8,941114,660,15412
1776431387213,2041,8,970394,680,15892
1776431388213,2101,8,999674,700,16372
1776431389213,2161,8,1028954,720,16852
1776431390214,2221,8,1058234,740,17332
1776431391215,2281,8,1087514,760,17812
1776431392216,2341,8,1116794,780,18292
1776431393216,2401,8,1146074,800,18774
1776431394216,2461,8,1175354,820,19252
1776431395216,2521,8,1204634,840,19734
1776431396216,2581,8,1233914,860,20214
1776431397219,2641,8,1263194,880,20694
1776431398220,2701,8,1292474,900,21177
1776431399222,2761,8,1321754,920,21658
1776431400224,2821,8,1351034,940,22139
1776431401225,2881,8,1380314,960,22619
1776431402225,2942,8,1409594,980,23099
1776431403225,3002,8,1438874,1000,23579
1776431404225,3062,8,1468154,1020,24059
1776431405225,3122,8,1497434,1040,24539
1776431406225,3182,8,1526714,1060,25019
1776431407225,3242,8,1555994,1080,25499
1776431408225,3302,8,1585274,1100,25979
1776431409225,3362,8,1614554,1120,26459
1776431410225,3421,8,1643834,1140,26939
1776431411225,3482,8,1673114,1160,27419
1776431412225,3542,8,1702394,1180,27899
1776431413225,3602,8,1731674,1200,28379
1776431414225,3662,8,1760954,1220,28777
