wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430981016,1,0,0,0,0
1776430982016,61,2,743,20,31
1776430983016,121,2,2783,40,145
1776430984016,181,2,4823,60,264
1776430985016,241,2,6863,80,375
1776430986016,301,2,8903,100,494
1776430987016,361,2,10943,120,611
1776430988016,421,2,12983,140,729
1776430989016,481,2,15023,160,847
1776430990016,541,2,17063,180,964
1776430991016,601,2,19103,200,1080
1776430992016,661,2,21143,220,1193
1776430993016,721,2,23183,240,1309
1776430994016,781,2,25223,260,1427
1776430995016,841,2,27263,280,1543
1776430996016,901,2,29303,300,1660
1776430997016,961,2,31343,320,1778
1776430998016,1021,2,33383,340,1895
1776430999016,1081,2,35423,360,2012
1776431000016,1141,2,37463,380,2130
1776431001016,1201,2,39503,400,2246
1776431002016,1261,2,41543,420,2363
1776431003016,1321,2,43583,440,2476
1776431004016,1381,2,45623,460,2590
1776431005016,1441,2,47663,480,2707
1776431006016,1501,2,49703,500,2820
1776431007016,1561,2,51743,520,2936
1776431008016,1621,2,53783,540,3050
1776431009016,1681,2,55823,560,3166
1776431010016,1741,2,57863,580,3282
1776431011016,1801,2,59903,600,3398
1776431012016,1861,2,61943,620,3514
1776431013016,1921,2,63983,640,3633
1776431014016,1981,2,66023,660,3746
1776431015016,2041,2,68063,680,3861
1776431016016,2101,2,70103,700,3977
1776431017016,2161,2,72143,720,4090
1776431018016,2221,2,74183,740,4205
1776431019016,2281,2,76223,760,4322
1776431020016,2341,2,78263,780,4438
1776431021016,2401,2,80303,800,4552
1776431022016,2461,2,82343,820,4670
1776431023016,2521,2,84383,840,4788
1776431024016,2581,2,86423,860,4907
1776431025016,2641,2,88463,880,5024
1776431026016,2701,2,90503,900,5142
1776431027016,2761,2,92543,920,5258
1776431028016,2821,2,94583,940,5374
1776431029016,2881,2,96623,960,5489
1776431030016,2941,2,98663,980,5605
1776431031016,3001,2,100703,1000,5721
1776431032016,3061,2,102743,1020,5836
1776431033016,3121,2,104783,1040,5953
1776431034016,3181,2,106823,1060,6064
1776431035016,3241,2,108863,1080,6182
1776431036016,3301,2,110903,1100,6297
1776431037016,3361,2,112943,1120,6412
1776431038016,3421,2,114983,1140,6528
1776431039016,3481,2,117023,1160,6645
1776431040016,3541,2,119063,1180,6762
1776431041016,3601,2,121103,1200,6878
1776431042016,3661,2,123143,1220,6962
