wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430981737,2,0,0,1,0,0
1776430982738,2,99,918,61,196,18
1776430983738,2,156,1785,121,149,32
1776430984739,2,219,2754,181,149,32
1776430985738,2,279,3723,241,150,32
1776430986738,2,336,4692,301,147,32
1776430987738,2,399,5712,361,145,32
1776430988738,2,459,6732,421,148,32
1776430989738,2,519,7701,481,149,32
1776430990737,2,579,8721,541,148,32
1776430991737,2,636,9639,601,148,32
1776430992737,2,699,10608,661,148,32
1776430993738,2,759,11628,721,148,32
1776430994738,2,819,12597,781,198,32
1776430995737,2,879,13617,841,146,32
1776430996738,2,939,14637,901,148,32
1776430997737,2,999,15555,961,149,32
1776430998738,2,1059,16524,1021,148,32
1776430999738,2,1119,17544,1081,149,32
1776431000738,2,1179,18513,1141,148,32
1776431001739,2,1239,19482,1201,200,32
1776431002737,2,1299,20451,1261,148,32
1776431003738,2,1359,21471,1321,148,32
1776431004738,2,1419,22440,1381,145,32
1776431005738,2,1479,23460,1441,147,32
1776431006737,2,1539,24480,1501,149,32
1776431007739,2,1599,25500,1561,147,32
1776431008738,2,1659,26469,1621,147,32
1776431009739,2,1719,27438,1681,146,32
1776431010737,2,1779,28458,1741,147,32
1776431011739,2,1839,29427,1801,150,32
1776431012738,2,1899,30447,1861,148,32
1776431013737,2,1959,31416,1921,147,32
1776431014739,2,2019,32385,1981,147,32
1776431015737,2,2079,33354,2041,149,32
1776431016737,2,2139,34323,2101,147,32
1776431017738,2,2199,35292,2161,149,32
1776431018738,2,2256,36261,2221,166,32
1776431019739,2,2319,37281,2281,147,32
1776431020738,2,2379,38301,2341,146,32
1776431021738,2,2439,39270,2401,146,32
1776431022739,2,2499,40239,2461,148,32
1776431023737,2,2559,41208,2521,147,32
1776431024737,2,2619,42228,2581,148,32
1776431025738,2,2679,43197,2641,148,32
1776431026739,2,2739,44217,2701,146,32
1776431027737,2,2799,45135,2761,147,32
1776431028737,2,2859,46155,2821,147,32
1776431029737,2,2919,47175,2881,148,32
1776431030738,2,2979,48195,2941,145,32
1776431031738,2,3039,49164,3001,148,32
1776431032738,2,3099,50133,3061,197,32
1776431033737,2,3159,51153,3121,148,32
1776431034738,2,3219,52071,3181,147,32
1776431035738,2,3279,53091,3241,148,32
1776431036738,2,3339,54060,3301,149,32
1776431037738,2,3399,55080,3361,150,32
1776431038737,2,3459,56100,3421,147,32
1776431039739,2,3519,57120,3481,148,32
1776431040738,2,3579,58140,3541,149,32
