wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776431291184,1,0,0,0,0
1776431292184,61,8,4740,20,58
1776431293184,121,8,34020,40,531
1776431294184,181,8,63300,60,1011
1776431295184,241,8,92580,80,1491
1776431296184,301,8,121860,100,1971
1776431297184,361,8,151140,120,2452
1776431298184,421,8,180420,140,2931
1776431299184,481,8,209700,160,3411
1776431300185,541,8,238980,180,3892
1776431301187,601,8,268260,200,4373
1776431302187,661,8,297540,220,4853
1776431303187,721,8,326820,240,5333
1776431304187,781,8,356100,260,5813
1776431305187,841,8,385380,280,6293
1776431306189,901,8,414660,300,6774
1776431307189,961,8,443940,320,7254
1776431308189,1021,8,473220,340,7733
1776431309189,1081,8,502500,360,8214
1776431310189,1141,8,531780,380,8694
1776431311189,1201,8,561060,400,9174
1776431312191,1261,8,590340,420,9654
1776431313192,1321,8,619620,440,10134
1776431314192,1381,8,648900,460,10614
1776431315192,1441,8,678180,480,11094
1776431316194,1501,8,707460,500,11576
1776431317194,1561,8,736740,520,12055
1776431318196,1621,8,766020,540,12536
1776431319197,1681,8,795300,560,13017
1776431320197,1741,8,824580,580,13498
1776431321199,1801,8,853860,600,13978
1776431322201,1862,8,883140,620,14459
1776431323201,1922,8,912420,640,14939
1776431324201,1982,8,941700,660,15421
1776431325201,2042,8,970980,680,15900
1776431326201,2102,8,1000260,700,16379
1776431327201,2162,8,1029540,720,16860
1776431328201,2222,8,1058820,740,17341
1776431329201,2282,8,1088100,760,17819
1776431330201,2342,8,1117380,780,18299
1776431331201,2402,8,1146660,800,18780
1776431332201,2462,8,1175940,820,19260
1776431333201,2522,8,1205220,840,19741
1776431334201,2582,8,1234500,860,20219
1776431335201,2642,8,1263780,880,20699
1776431336201,2702,8,1293060,900,21180
1776431337201,2762,8,1322340,920,21660
1776431338201,2822,8,1351620,940,22139
1776431339201,2882,8,1380900,960,22620
1776431340201,2942,8,1410180,980,23099
1776431341201,3002,8,1439460,1000,23579
1776431342201,3062,8,1468740,1020,24059
1776431343201,3122,8,1498020,1040,24541
1776431344201,3182,8,1527300,1060,25020
1776431345201,3242,8,1556580,1080,25500
1776431346201,3302,8,1585860,1100,25980
1776431347203,3362,8,1615140,1120,26461
1776431348203,3422,8,1644420,1140,26941
1776431349203,3482,8,1673700,1160,27421
1776431350203,3542,8,1702980,1180,27901
1776431351203,3602,8,1732260,1200,28381
1776431352203,3662,8,1761540,1220,28777
