wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430480106,2,0,0,1,0,0
1776430481106,2,102,1020,61,240,20
1776430482108,2,162,2040,121,238,32
1776430483108,2,222,3060,181,237,32
1776430484106,2,282,4080,241,239,32
1776430485106,2,342,5100,301,239,32
1776430486107,2,402,6120,361,240,32
1776430487106,2,462,7140,421,239,32
1776430488108,2,522,8160,481,236,32
1776430489108,2,582,9180,541,237,32
1776430490108,2,642,10200,601,238,32
1776430491108,2,702,11220,661,240,32
1776430492106,2,762,12240,721,242,32
1776430493107,2,822,13260,781,240,32
1776430494108,2,882,14280,841,238,32
1776430495107,2,942,15300,901,241,32
1776430496107,2,1002,16320,961,237,32
1776430497106,2,1062,17340,1021,238,32
1776430498108,2,1122,18360,1081,238,32
1776430499108,2,1182,19380,1141,240,32
1776430500106,2,1242,20400,1201,237,32
1776430501107,2,1302,21420,1261,239,32
1776430502106,2,1362,22440,1321,236,32
1776430503106,2,1422,23460,1381,239,32
1776430504107,2,1482,24480,1441,241,32
1776430505108,2,1542,25500,1501,240,32
1776430506107,2,1602,26520,1561,254,32
1776430507106,2,1662,27540,1621,238,32
1776430508106,2,1722,28560,1681,238,32
1776430509106,2,1782,29580,1741,238,32
1776430510107,2,1842,30600,1801,241,32
1776430511106,2,1902,31620,1861,253,32
1776430512108,2,1962,32640,1921,239,32
1776430513108,2,2022,33660,1981,242,32
1776430514106,2,2082,34680,2041,254,32
1776430515106,2,2142,35700,2101,237,32
1776430516108,2,2202,36720,2161,240,32
1776430517106,2,2262,37740,2221,238,32
1776430518108,2,2322,38760,2281,239,32
1776430519107,2,2382,39780,2341,239,32
1776430520106,2,2442,40800,2401,236,32
1776430521106,2,2502,41820,2461,240,32
1776430522108,2,2562,42840,2521,240,32
1776430523106,2,2622,43860,2581,240,32
1776430524106,2,2682,44880,2641,240,32
1776430525108,2,2742,45900,2701,238,32
1776430526105,2,2802,46920,2761,239,32
1776430527107,2,2862,47940,2821,241,32
1776430528106,2,2922,48960,2881,238,32
1776430529108,2,2982,49980,2941,239,32
1776430530106,2,3042,51000,3001,240,32
1776430531107,2,3102,52020,3061,239,32
1776430532108,2,3162,53040,3121,239,32
1776430533106,2,3222,54060,3181,236,32
1776430534107,2,3282,55080,3241,237,32
1776430535108,2,3342,56100,3301,239,32
1776430536107,2,3402,57120,3361,239,32
1776430537107,2,3462,58140,3421,241,32
1776430538106,2,3522,59160,3481,240,32
1776430539107,2,3582,60180,3541,241,32
