wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430479292,1,0,0,0,0
1776430480292,61,2,641,20,14
1776430481292,121,2,2681,40,133
1776430482292,181,2,4721,60,254
1776430483292,241,2,6761,80,373
1776430484293,301,2,8801,100,494
1776430485295,361,2,10841,120,614
1776430486296,421,2,12881,140,734
1776430487298,481,2,14921,160,854
1776430488299,541,2,16961,180,974
1776430489301,601,2,19001,200,1095
1776430490301,661,2,21041,220,1215
1776430491301,721,2,23081,240,1335
1776430492302,781,2,25121,260,1455
1776430493302,841,2,27161,280,1575
1776430494302,901,2,29201,300,1695
1776430495303,961,2,31241,320,1815
1776430496305,1021,2,33281,340,1935
1776430497305,1081,2,35321,360,2055
1776430498305,1141,2,37361,380,2175
1776430499307,1201,2,39401,400,2295
1776430500307,1261,2,41441,420,2415
1776430501307,1321,2,43481,440,2535
1776430502308,1381,2,45521,460,2656
1776430503309,1442,2,47561,480,2776
1776430504309,1502,2,49601,500,2896
1776430505309,1562,2,51641,520,3016
1776430506309,1622,2,53681,540,3136
1776430507309,1682,2,55721,560,3256
1776430508309,1742,2,57761,580,3376
1776430509309,1802,2,59801,600,3496
1776430510309,1862,2,61841,620,3615
1776430511310,1922,2,63881,640,3736
1776430512312,1982,2,65921,660,3856
1776430513314,2042,2,67961,680,3976
1776430514315,2102,2,70001,700,4097
1776430515315,2162,2,72041,720,4216
1776430516315,2222,2,74081,740,4336
1776430517315,2282,2,76121,760,4457
1776430518316,2342,2,78161,780,4577
1776430519318,2402,2,80201,800,4697
1776430520318,2462,2,82241,820,4817
1776430521318,2522,2,84281,840,4937
1776430522318,2582,2,86321,860,5057
1776430523318,2642,2,88361,880,5177
1776430524318,2702,2,90401,900,5297
1776430525318,2762,2,92441,920,5417
1776430526318,2822,2,94481,940,5537
1776430527318,2882,2,96521,960,5657
1776430528318,2942,2,98561,980,5777
1776430529320,3002,2,100601,1000,5897
1776430530321,3062,2,102641,1020,6017
1776430531323,3122,2,104681,1040,6137
1776430532324,3182,2,106721,1060,6257
1776430533324,3242,2,108761,1080,6377
1776430534324,3302,2,110801,1100,6497
1776430535324,3362,2,112841,1120,6617
1776430536326,3423,2,114983,1141,6738
1776430537326,3483,2,117023,1161,6857
1776430538328,3543,2,119063,1181,6978
1776430539328,3603,2,121103,1201,7098
1776430540329,3663,2,123143,1221,7190
