wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429983724,2,0,0,1,0,0
1776429984724,2,99,1020,61,154,20
1776429985726,2,159,2040,121,152,32
1776429986727,2,219,3060,181,154,32
1776429987725,2,279,4080,241,153,32
1776429988726,2,339,5100,301,149,32
1776429989724,2,399,6120,361,151,32
1776429990725,2,459,7140,421,151,32
1776429991726,2,519,8160,481,151,32
1776429992724,2,579,9180,541,152,32
1776429993726,2,639,10200,601,152,32
1776429994724,2,699,11220,661,152,32
1776429995726,2,759,12240,721,151,32
1776429996724,2,819,13260,781,151,32
1776429997726,2,879,14280,841,153,32
1776429998725,2,939,15300,901,151,32
1776429999724,2,999,16320,961,151,32
1776430000726,2,1059,17340,1021,153,32
1776430001725,2,1119,18360,1081,152,32
1776430002725,2,1179,19380,1141,149,32
1776430003725,2,1239,20400,1201,151,32
1776430004727,2,1299,21420,1261,154,32
1776430005724,2,1359,22440,1321,149,32
1776430006726,2,1419,23460,1381,152,32
1776430007726,2,1479,24480,1441,153,32
1776430008724,2,1539,25500,1501,154,32
1776430009726,2,1599,26520,1561,151,32
1776430010724,2,1659,27540,1621,151,32
1776430011726,2,1719,28560,1681,151,32
1776430012725,2,1779,29580,1741,152,32
1776430013726,2,1839,30600,1801,152,32
1776430014724,2,1899,31620,1861,151,32
1776430015726,2,1959,32640,1921,153,32
1776430016724,2,2019,33660,1981,152,32
1776430017724,2,2079,34680,2041,152,32
1776430018725,2,2139,35700,2101,152,32
1776430019724,2,2199,36720,2161,153,32
1776430020726,2,2259,37740,2221,152,32
1776430021725,2,2319,38760,2281,151,32
1776430022725,2,2379,39780,2341,152,32
1776430023725,2,2439,40800,2401,150,32
1776430024726,2,2499,41820,2461,153,32
1776430025726,2,2559,42840,2521,152,32
1776430026726,2,2619,43860,2581,152,32
1776430027724,2,2679,44880,2641,151,32
1776430028725,2,2739,45900,2701,152,32
1776430029725,2,2799,46920,2761,151,32
1776430030726,2,2859,47940,2821,152,32
1776430031725,2,2919,48960,2881,151,32
1776430032726,2,2979,49980,2941,151,32
1776430033726,2,3039,51000,3001,151,32
1776430034725,2,3099,52020,3061,150,32
1776430035725,2,3159,53040,3121,150,32
1776430036725,2,3219,54060,3181,150,32
1776430037725,2,3279,55080,3241,151,32
1776430038725,2,3339,56100,3301,151,32
1776430039725,2,3399,57120,3361,150,32
1776430040725,2,3459,58140,3421,150,32
1776430041724,2,3519,59160,3481,152,32
1776430042726,2,3579,60180,3541,151,32
