wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431043610,1,0,0,1,0,0
1776431044610,1,87,1127,61,140,0
1776431045612,1,150,2358,121,138,0
1776431046612,1,210,3677,181,137,0
1776431047611,1,270,4948,241,136,0
1776431048610,1,330,6199,301,139,0
1776431049612,1,390,7487,361,138,0
1776431050612,1,450,8772,421,139,0
1776431051612,1,510,10049,481,154,0
1776431052612,1,570,11330,541,138,0
1776431053612,1,630,12594,601,138,0
1776431054611,1,690,13877,661,140,0
1776431055611,1,750,15161,721,139,0
1776431056613,1,810,16420,781,157,0
1776431057611,1,870,17680,841,137,0
1776431058611,1,930,18963,901,137,0
1776431059611,1,990,20259,961,157,0
1776431060611,1,1050,21558,1021,140,0
1776431061611,1,1110,22888,1081,156,0
1776431062612,1,1170,24233,1141,138,0
1776431063611,1,1230,25592,1201,138,0
1776431064612,1,1290,26935,1261,141,0
1776431065611,1,1350,28281,1321,137,0
1776431066610,1,1410,29616,1381,140,0
1776431067611,1,1470,30973,1441,138,0
1776431068610,1,1530,32341,1501,156,0
1776431069611,1,1590,33656,1561,139,0
1776431070612,1,1650,34968,1621,139,0
1776431071612,1,1710,36338,1681,137,0
1776431072611,1,1770,37677,1741,138,0
1776431073611,1,1830,38993,1801,139,0
1776431074610,1,1890,40324,1861,137,0
1776431075611,1,1950,41660,1921,138,0
1776431076612,1,2010,43005,1981,140,0
1776431077612,1,2067,44338,2041,140,0
1776431078613,1,2130,45663,2101,141,0
1776431079611,1,2190,47002,2161,140,0
1776431080611,1,2250,48356,2221,141,0
1776431081612,1,2310,49691,2281,189,0
1776431082611,1,2370,51008,2341,138,0
1776431083611,1,2430,52356,2401,140,0
1776431084612,1,2490,53727,2461,140,0
1776431085610,1,2550,55068,2521,139,0
1776431086610,1,2610,56394,2581,139,0
1776431087611,1,2670,57758,2641,140,0
1776431088611,1,2730,59113,2701,140,0
1776431089611,1,2790,60455,2761,140,0
1776431090612,1,2850,61802,2821,138,0
1776431091611,1,2910,63125,2881,141,0
1776431092612,1,2970,64467,2941,141,0
1776431093611,1,3030,65816,3001,139,0
1776431094611,1,3090,67124,3061,137,0
1776431095612,1,3150,68445,3121,156,0
1776431096613,1,3210,69800,3181,137,0
1776431097612,1,3270,71154,3241,140,0
1776431098611,1,3330,72476,3301,157,0
1776431099611,1,3390,73807,3361,137,0
1776431100612,1,3450,75151,3421,138,0
1776431101610,1,3510,76498,3481,138,0
1776431102610,1,3570,77831,3541,138,0
