wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776431043047,1,0,0,0,0
1776431044048,61,2,878,20,43
1776431045048,121,2,3258,40,161
1776431046050,181,2,5798,60,279
1776431047050,241,2,8382,80,398
1776431048052,301,2,10920,100,516
1776431049052,361,2,13458,120,633
1776431050053,421,2,16054,140,745
1776431051053,481,2,18652,160,857
1776431052054,541,2,21220,180,973
1776431053054,601,2,23798,200,1088
1776431054055,661,2,26348,220,1206
1776431055056,721,2,28920,240,1325
1776431056056,781,2,31514,260,1443
1776431057058,841,2,34016,280,1560
1776431058058,901,2,36540,300,1678
1776431059059,961,2,39160,320,1795
1776431060061,1021,2,41730,340,1913
1776431061061,1081,2,44336,360,2032
1776431062062,1141,2,47004,380,2150
1776431063062,1201,2,49690,400,2265
1776431064064,1262,2,52374,420,2382
1776431065065,1322,2,55036,440,2499
1776431066066,1382,2,57686,460,2618
1776431067068,1442,2,60372,480,2732
1776431068068,1502,2,63078,500,2847
1776431069069,1562,2,65748,520,2961
1776431070070,1622,2,68370,540,3079
1776431071072,1682,2,71068,560,3192
1776431072072,1742,2,73816,580,3306
1776431073072,1802,2,76498,600,3423
1776431074073,1862,2,79134,620,3541
1776431075073,1922,2,81834,640,3657
1776431076074,1982,2,84524,660,3776
1776431077075,2042,2,87210,680,3893
1776431078076,2102,2,89904,700,4007
1776431079077,2162,2,92572,720,4120
1776431080079,2222,2,95262,740,4237
1776431081081,2283,2,98124,761,4357
1776431082081,2343,2,100754,781,4474
1776431083081,2403,2,103388,801,4592
1776431084081,2463,2,106124,821,4710
1776431085082,2523,2,108806,841,4829
1776431086083,2583,2,111442,861,4945
1776431087085,2643,2,114116,881,5061
1776431088085,2703,2,116806,901,5177
1776431089085,2763,2,119502,921,5293
1776431090086,2823,2,122166,941,5409
1776431091087,2883,2,124814,961,5528
1776431092089,2943,2,127488,981,5645
1776431093090,3003,2,130172,1001,5760
1776431094092,3063,2,132846,1021,5878
1776431095094,3123,2,135488,1041,5994
1776431096095,3183,2,138168,1061,6113
1776431097096,3243,2,140932,1081,6229
1776431098096,3303,2,143612,1101,6348
1776431099096,3364,2,146260,1121,6462
1776431100096,3423,2,148986,1141,6579
1776431101098,3484,2,151694,1161,6694
1776431102099,3544,2,154378,1181,6810
1776431103099,3604,2,157050,1201,6928
1776431104100,3664,0,158299,1221,6990
