wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431043647,2,0,0,1,0,0
1776431044648,2,93,1155,61,134,0
1776431045647,2,153,2393,121,152,0
1776431046650,2,213,3712,181,153,0
1776431047647,2,273,4992,241,151,0
1776431048648,2,333,6243,301,153,0
1776431049649,2,393,7532,361,201,0
1776431050649,2,450,8817,421,153,0
1776431051647,2,513,10090,481,150,0
1776431052647,2,573,11374,541,153,0
1776431053647,2,633,12638,601,153,0
1776431054647,2,693,13920,661,153,0
1776431055647,2,753,15206,721,152,0
1776431056648,2,813,16463,781,156,0
1776431057649,2,873,17724,841,153,0
1776431058649,2,933,19009,901,152,0
1776431059650,2,993,20303,961,135,0
1776431060649,2,1053,21604,1021,152,0
1776431061649,2,1113,22925,1081,155,0
1776431062648,2,1173,24268,1141,152,0
1776431063648,2,1233,25629,1201,152,0
1776431064648,2,1293,26972,1261,153,0
1776431065650,2,1350,28315,1321,152,0
1776431066648,2,1413,29653,1381,152,0
1776431067647,2,1473,31011,1441,153,0
1776431068649,2,1533,32378,1501,154,0
1776431069648,2,1593,33701,1561,156,0
1776431070649,2,1653,35016,1621,154,0
1776431071648,2,1713,36387,1681,152,0
1776431072647,2,1773,37724,1741,153,0
1776431073649,2,1833,39037,1801,155,0
1776431074649,2,1893,40372,1861,156,0
1776431075649,2,1953,41708,1921,152,0
1776431076648,2,2013,43050,1981,152,0
1776431077648,2,2073,44385,2041,155,0
1776431078648,2,2133,45710,2101,152,0
1776431079647,2,2193,47050,2161,154,0
1776431080648,2,2253,48404,2221,151,0
1776431081648,2,2313,49737,2281,154,0
1776431082649,2,2373,51055,2341,154,0
1776431083648,2,2433,52394,2401,167,0
1776431084648,2,2493,53762,2461,150,0
1776431085649,2,2553,55104,2521,153,0
1776431086648,2,2613,56431,2581,150,0
1776431087649,2,2673,57793,2641,153,0
1776431088649,2,2733,59150,2701,153,0
1776431089647,2,2793,60492,2761,152,0
1776431090649,2,2853,61839,2821,154,0
1776431091649,2,2913,63172,2881,150,0
1776431092648,2,2973,64516,2941,201,0
1776431093649,2,3033,65864,3001,153,0
1776431094649,2,3093,67170,3061,152,0
1776431095649,2,3153,68490,3121,153,0
1776431096648,2,3213,69848,3181,151,0
1776431097647,2,3273,71201,3241,150,0
1776431098647,2,3333,72520,3301,152,0
1776431099649,2,3393,73855,3361,153,0
1776431100648,2,3453,75199,3421,153,0
1776431101647,2,3513,76545,3481,152,0
1776431102647,2,3573,77878,3541,154,0
