wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430045750,2,0,0,1,0,0
1776430046750,2,99,1020,61,141,20
1776430047751,2,159,2040,121,141,32
1776430048750,2,219,3060,181,140,32
1776430049750,2,279,4080,241,142,32
1776430050752,2,339,5100,301,140,32
1776430051751,2,399,6120,361,143,32
1776430052750,2,459,7140,421,142,32
1776430053750,2,519,8160,481,142,32
1776430054752,2,579,9180,541,140,32
1776430055751,2,639,10200,601,143,32
1776430056751,2,699,11220,661,142,32
1776430057751,2,759,12240,721,141,32
1776430058750,2,819,13260,781,141,32
1776430059750,2,879,14280,841,141,32
1776430060751,2,939,15300,901,142,32
1776430061752,2,999,16320,961,140,32
1776430062751,2,1059,17340,1021,143,32
1776430063752,2,1119,18360,1081,143,32
1776430064750,2,1179,19380,1141,140,32
1776430065751,2,1239,20400,1201,143,32
1776430066751,2,1299,21420,1261,142,32
1776430067752,2,1359,22440,1321,142,32
1776430068751,2,1419,23460,1381,142,32
1776430069752,2,1479,24480,1441,144,32
1776430070751,2,1539,25500,1501,143,32
1776430071752,2,1599,26520,1561,142,32
1776430072750,2,1659,27540,1621,144,32
1776430073750,2,1719,28560,1681,142,32
1776430074751,2,1779,29580,1741,143,32
1776430075751,2,1839,30600,1801,142,32
1776430076750,2,1899,31620,1861,141,32
1776430077751,2,1959,32640,1921,142,32
1776430078751,2,2019,33660,1981,142,32
1776430079750,2,2079,34680,2041,142,32
1776430080751,2,2139,35700,2101,142,32
1776430081752,2,2199,36720,2161,141,32
1776430082750,2,2259,37740,2221,142,32
1776430083750,2,2319,38760,2281,143,32
1776430084751,2,2379,39780,2341,141,32
1776430085751,2,2439,40800,2401,141,32
1776430086752,2,2499,41820,2461,141,32
1776430087752,2,2559,42840,2521,141,32
1776430088751,2,2619,43860,2581,142,32
1776430089750,2,2679,44880,2641,142,32
1776430090750,2,2739,45900,2701,140,32
1776430091751,2,2799,46920,2761,143,32
1776430092751,2,2859,47940,2821,143,32
1776430093750,2,2919,48960,2881,142,32
1776430094750,2,2979,49980,2941,140,32
1776430095750,2,3039,51000,3001,143,32
1776430096751,2,3099,52020,3061,145,32
1776430097750,2,3159,53040,3121,140,32
1776430098752,2,3219,54060,3181,142,32
1776430099751,2,3279,55080,3241,142,32
1776430100750,2,3339,56100,3301,142,32
1776430101751,2,3399,57120,3361,142,32
1776430102750,2,3459,58140,3421,142,32
1776430103751,2,3519,59160,3481,142,32
1776430104751,2,3579,60180,3541,144,32
