wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776429858926,1,0,0,0,0
1776429859927,61,2,888,20,50
1776429860927,121,2,3278,40,170
1776429861928,181,2,5830,60,290
1776429862929,241,2,8398,80,410
1776429863929,301,2,10920,100,530
1776429864930,361,2,13448,120,650
1776429865930,421,2,16034,140,771
1776429866932,481,2,18634,160,890
1776429867933,541,2,21160,180,1011
1776429868933,601,2,23698,200,1131
1776429869934,661,2,26228,220,1251
1776429870935,721,2,28776,240,1371
1776429871937,781,2,31338,260,1491
1776429872937,841,2,33744,280,1611
1776429873939,901,2,36244,300,1732
1776429874940,961,2,38862,320,1852
1776429875941,1021,2,41408,340,1972
1776429876942,1081,2,44020,360,2092
1776429877943,1142,2,46688,380,2212
1776429878944,1202,2,49352,400,2332
1776429879944,1262,2,52032,420,2452
1776429880946,1322,2,54632,440,2572
1776429881948,1382,2,57276,460,2693
1776429882950,1442,2,59956,480,2813
1776429883951,1502,2,62666,500,2933
1776429884951,1562,2,65312,520,3053
1776429885952,1622,2,67950,540,3173
1776429886954,1682,2,70568,560,3293
1776429887954,1742,2,73304,580,3414
1776429888955,1802,2,75938,600,3533
1776429889956,1862,2,78562,620,3654
1776429890957,1922,2,81236,640,3774
1776429891958,1982,2,83910,660,3894
1776429892959,2042,2,86582,680,4014
1776429893961,2103,2,89392,701,4134
1776429894961,2163,2,92058,721,4254
1776429895961,2223,2,94750,741,4374
1776429896963,2283,2,97462,761,4494
1776429897963,2343,2,100082,781,4614
1776429898964,2403,2,102710,801,4734
1776429899964,2463,2,105438,821,4854
1776429900965,2523,2,108080,841,4974
1776429901966,2583,2,110580,861,5095
1776429902966,2643,2,113232,881,5215
1776429903968,2703,2,115858,901,5335
1776429904968,2763,2,118516,921,5455
1776429905970,2823,2,121180,941,5575
1776429906970,2883,2,123810,961,5695
1776429907971,2943,2,126482,981,5816
1776429908971,3003,2,129184,1001,5935
1776429909972,3063,2,131784,1021,6056
1776429910974,3123,2,134440,1041,6176
1776429911975,3183,2,137146,1061,6296
1776429912976,3243,2,139888,1081,6416
1776429913977,3304,2,142550,1101,6536
1776429914979,3364,2,145190,1121,6656
1776429915980,3424,2,147898,1141,6776
1776429916980,3484,2,150584,1161,6896
1776429917981,3544,2,153264,1181,7016
1776429918982,3604,2,155904,1201,7137
1776429919982,3664,0,157169,1221,7200
