wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776431415248,1,0,0,0,0
1776431416249,61,8,5290,20,98
1776431417250,121,8,38786,40,580
1776431418250,181,8,74594,60,1060
1776431419251,241,8,111498,80,1540
1776431420253,301,8,145946,100,2020
1776431421253,361,8,180818,120,2500
1776431422253,421,8,216922,140,2980
1776431423253,481,8,253058,160,3460
1776431424254,541,8,288794,180,3941
1776431425256,601,8,323586,200,4421
1776431426256,661,8,357826,220,4901
1776431427257,721,8,393730,240,5383
1776431428257,781,8,429634,260,5864
1776431429258,841,8,464202,280,6343
1776431430259,901,8,499274,300,6823
1776431431261,961,8,536354,320,7304
1776431432262,1021,8,571162,340,7784
1776431433263,1081,8,607610,360,8264
1776431434264,1141,8,645818,380,8746
1776431435266,1202,8,682930,400,9226
1776431436266,1262,8,718898,420,9705
1776431437266,1322,8,754482,440,10187
1776431438266,1382,8,792474,460,10667
1776431439267,1442,8,829674,480,11148
1776431440268,1502,8,867458,500,11628
1776431441268,1562,8,903906,520,12108
1776431442269,1622,8,942114,540,12588
1776431443270,1682,8,979770,560,13068
1776431444271,1742,8,1016386,580,13549
1776431445272,1802,8,1053106,600,14029
1776431446274,1862,8,1089122,620,14509
1776431447275,1922,8,1125026,640,14991
1776431448276,1982,8,1162506,660,15472
1776431449278,2042,8,1200098,680,15952
1776431450280,2102,8,1237938,700,16433
1776431451280,2162,8,1274938,720,16912
1776431452281,2222,8,1310794,740,17392
1776431453282,2283,8,1349842,761,17873
1776431454283,2343,8,1385978,781,18354
1776431455283,2403,8,1425074,801,18834
1776431456283,2463,8,1464690,821,19315
1776431457283,2523,8,1502306,841,19792
1776431458284,2583,8,1538842,861,20274
1776431459284,2643,8,1575898,881,20756
1776431460284,2703,8,1611970,901,21236
1776431461285,2763,8,1649482,921,21716
1776431462285,2823,8,1687690,941,22196
1776431463286,2883,8,1725762,961,22676
1776431464286,2943,8,1764194,981,23156
1776431465287,3003,8,1801514,1001,23636
1776431466288,3063,8,1839146,1021,24116
1776431467289,3123,8,1877074,1041,24597
1776431468290,3183,8,1914698,1061,25078
1776431469291,3243,8,1951890,1081,25559
1776431470292,3303,8,1987994,1101,26039
1776431471292,3363,8,2023002,1121,26520
1776431472292,3423,8,2059962,1141,26999
1776431473293,3483,8,2096402,1161,27480
1776431474295,3543,8,2133306,1181,27960
1776431475295,3603,8,2171346,1201,28440
1776431476295,3663,0,2193535,1221,28776
