wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429611445,2,0,0,1,0,0
1776429612445,2,96,1020,61,41,20
1776429613446,2,156,2040,121,41,32
1776429614445,2,216,3060,181,38,32
1776429615445,2,276,4080,241,38,32
1776429616445,2,336,5100,301,40,32
1776429617447,2,396,6120,361,40,32
1776429618447,2,456,7140,421,39,32
1776429619446,2,516,8160,481,40,32
1776429620445,2,576,9180,541,40,32
1776429621447,2,636,10200,601,41,32
1776429622446,2,696,11220,661,40,32
1776429623445,2,756,12240,721,37,32
1776429624446,2,816,13260,781,40,32
1776429625446,2,876,14280,841,40,32
1776429626447,2,936,15300,901,39,32
1776429627446,2,996,16320,961,39,32
1776429628445,2,1056,17340,1021,40,32
1776429629446,2,1116,18360,1081,38,32
1776429630446,2,1176,19380,1141,40,32
1776429631446,2,1236,20400,1201,38,32
1776429632447,2,1296,21420,1261,40,32
1776429633447,2,1356,22440,1321,41,32
1776429634446,2,1416,23460,1381,41,32
1776429635446,2,1476,24480,1441,40,32
1776429636446,2,1536,25500,1501,40,32
1776429637446,2,1596,26520,1561,41,32
1776429638446,2,1656,27540,1621,38,32
1776429639445,2,1716,28560,1681,40,32
1776429640446,2,1776,29580,1741,38,32
1776429641445,2,1836,30600,1801,40,32
1776429642446,2,1896,31620,1861,40,32
1776429643447,2,1956,32640,1921,39,32
1776429644445,2,2016,33660,1981,40,32
1776429645445,2,2076,34680,2041,41,32
1776429646445,2,2136,35700,2101,40,32
1776429647445,2,2196,36720,2161,40,32
1776429648447,2,2256,37740,2221,40,32
1776429649445,2,2316,38760,2281,37,32
1776429650445,2,2376,39780,2341,41,32
1776429651447,2,2436,40800,2401,40,32
1776429652447,2,2496,41820,2461,39,32
1776429653446,2,2556,42840,2521,41,32
1776429654445,2,2616,43860,2581,41,32
1776429655445,2,2676,44880,2641,41,32
1776429656446,2,2736,45900,2701,38,32
1776429657446,2,2796,46920,2761,39,32
1776429658446,2,2856,47940,2821,40,32
1776429659446,2,2916,48960,2881,39,32
1776429660446,2,2976,49980,2941,37,32
1776429661446,2,3036,51000,3001,40,32
1776429662445,2,3096,52020,3061,41,32
1776429663447,2,3156,53040,3121,40,32
1776429664445,2,3216,54060,3181,37,32
1776429665447,2,3276,55080,3241,41,32
1776429666446,2,3336,56100,3301,42,32
1776429667446,2,3396,57120,3361,39,32
1776429668446,2,3456,58140,3421,38,32
1776429669446,2,3516,59160,3481,42,32
1776429670445,2,3576,60180,3541,41,32
