wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430169128,1,0,0,0,0
1776430170129,61,2,842,20,44
1776430171129,121,2,3230,40,164
1776430172130,181,2,5776,60,285
1776430173132,241,2,8346,80,405
1776430174132,301,2,10886,100,525
1776430175133,361,2,13416,120,646
1776430176134,421,2,16006,140,766
1776430177135,481,2,18602,160,886
1776430178136,541,2,21136,180,1006
1776430179136,601,2,23672,200,1126
1776430180137,661,2,26204,220,1246
1776430181137,721,2,28746,240,1366
1776430182139,781,2,31322,260,1486
1776430183141,841,2,33698,280,1606
1776430184141,901,2,36190,300,1726
1776430185141,961,2,38806,320,1846
1776430186141,1021,2,41356,340,1966
1776430187142,1081,2,43970,360,2086
1776430188144,1141,2,46632,380,2206
1776430189145,1202,2,49294,400,2326
1776430190146,1262,2,51980,420,2446
1776430191147,1322,2,54576,440,2567
1776430192147,1382,2,57220,460,2686
1776430193147,1442,2,59842,480,2806
1776430194147,1502,2,62516,500,2927
1776430195148,1562,2,65054,520,3046
1776430196148,1622,2,67654,540,3168
1776430197149,1682,2,70348,560,3288
1776430198150,1742,2,73082,580,3408
1776430199151,1802,2,75752,600,3528
1776430200153,1862,2,78404,620,3648
1776430201153,1922,2,81126,640,3768
1776430202155,1982,2,83836,660,3888
1776430203155,2042,2,86508,680,4008
1776430204155,2102,2,89148,700,4128
1776430205156,2162,2,91796,720,4248
1776430206158,2222,2,94410,740,4368
1776430207158,2282,2,97072,760,4488
1776430208160,2342,2,99546,780,4608
1776430209160,2402,2,102154,800,4728
1776430210161,2463,2,105026,821,4848
1776430211161,2522,2,107548,840,4968
1776430212162,2583,2,110314,861,5088
1776430213162,2643,2,112992,881,5208
1776430214164,2703,2,115678,901,5328
1776430215165,2763,2,118366,921,5448
1776430216166,2823,2,120970,941,5570
1776430217167,2883,2,123620,961,5690
1776430218168,2943,2,126296,981,5810
1776430219169,3003,2,129000,1001,5930
1776430220169,3063,2,131696,1021,6050
1776430221169,3123,2,134352,1041,6170
1776430222169,3183,2,137006,1061,6290
1776430223169,3243,2,139732,1081,6410
1776430224171,3303,2,142382,1101,6530
1776430225171,3363,2,144968,1121,6650
1776430226171,3423,2,147644,1141,6770
1776430227171,3483,2,150300,1161,6890
1776430228171,3543,2,152992,1181,7010
1776430229171,3603,2,155596,1201,7130
1776430230173,3663,0,156859,1221,7194
