wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430169696,1,0,0,1,0,0
1776430170696,1,90,1113,61,152,0
1776430171697,1,150,2347,121,152,0
1776430172696,1,210,3666,181,151,0
1776430173698,1,270,4931,241,153,0
1776430174696,1,330,6178,301,150,0
1776430175699,1,390,7467,361,152,0
1776430176699,1,450,8750,421,151,0
1776430177696,1,510,10023,481,152,0
1776430178697,1,570,11268,541,153,0
1776430179697,1,630,12532,601,152,0
1776430180698,1,690,13783,661,151,0
1776430181698,1,750,15060,721,152,0
1776430182698,1,810,16260,781,152,0
1776430183697,1,870,17501,841,153,0
1776430184698,1,930,18787,901,150,0
1776430185697,1,990,20074,961,151,0
1776430186697,1,1050,21383,1021,153,0
1776430187698,1,1110,22703,1081,152,0
1776430188697,1,1170,24048,1141,153,0
1776430189697,1,1230,25395,1201,154,0
1776430190698,1,1290,26718,1261,150,0
1776430191697,1,1350,28049,1321,153,0
1776430192698,1,1410,29375,1381,151,0
1776430193697,1,1470,30706,1441,152,0
1776430194698,1,1530,32058,1501,149,0
1776430195697,1,1590,33305,1561,153,0
1776430196698,1,1650,34612,1621,151,0
1776430197696,1,1710,35977,1681,151,0
1776430198697,1,1770,37308,1741,153,0
1776430199698,1,1830,38618,1801,152,0
1776430200697,1,1890,39960,1861,152,0
1776430201696,1,1950,41304,1921,153,0
1776430202698,1,2010,42651,1981,150,0
1776430203697,1,2070,43949,2041,153,0
1776430204698,1,2130,45273,2101,150,0
1776430205697,1,2190,46576,2161,149,0
1776430206696,1,2250,47902,2221,152,0
1776430207697,1,2310,49155,2281,153,0
1776430208696,1,2370,50459,2341,153,0
1776430209698,1,2430,51808,2401,151,0
1776430210696,1,2490,53172,2461,149,0
1776430211698,1,2550,54511,2521,151,0
1776430212696,1,2610,55833,2581,153,0
1776430213697,1,2670,57194,2641,153,0
1776430214697,1,2730,58546,2701,150,0
1776430215697,1,2790,59889,2761,151,0
1776430216696,1,2850,61205,2821,150,0
1776430217698,1,2910,62529,2881,150,0
1776430218698,1,2970,63870,2941,149,0
1776430219698,1,3030,65230,3001,150,0
1776430220697,1,3090,66548,3061,150,0
1776430221696,1,3150,67873,3121,153,0
1776430222696,1,3210,69198,3181,150,0
1776430223697,1,3270,70543,3241,153,0
1776430224696,1,3330,71832,3301,152,0
1776430225697,1,3390,73143,3361,153,0
1776430226697,1,3450,74455,3421,150,0
1776430227697,1,3510,75800,3481,149,0
1776430228697,1,3570,77102,3541,152,0
