wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776429797513,2,0,0,1,0,0
1776429798515,2,96,1165,61,36,0
1776429799514,2,156,2412,121,51,0
1776429800514,2,216,3732,181,54,0
1776429801513,2,276,5002,241,51,0
1776429802515,2,336,6264,301,55,0
1776429803513,2,396,7554,361,33,0
1776429804515,2,456,8836,421,36,0
1776429805513,2,516,10109,481,36,0
1776429806515,2,576,11354,541,52,0
1776429807513,2,636,12623,601,36,0
1776429808515,2,696,13894,661,36,0
1776429809514,2,756,15179,721,37,0
1776429810513,2,816,16433,781,36,0
1776429811514,2,876,17693,841,36,0
1776429812513,2,936,18952,901,54,0
1776429813512,2,996,20240,961,54,0
1776429814512,2,1056,21508,1021,52,0
1776429815514,2,1116,22822,1081,52,0
1776429816514,2,1176,24133,1141,53,0
1776429817513,2,1236,25485,1201,35,0
1776429818514,2,1296,26821,1261,36,0
1776429819513,2,1356,28164,1321,54,0
1776429820512,2,1416,29504,1381,36,0
1776429821512,2,1476,30861,1441,53,0
1776429822512,2,1536,32225,1501,52,0
1776429823514,2,1596,33539,1561,36,0
1776429824513,2,1656,34875,1621,52,0
1776429825512,2,1716,36245,1681,35,0
1776429826514,2,1776,37574,1741,36,0
1776429827512,2,1836,38879,1801,52,0
1776429828513,2,1896,40217,1861,34,0
1776429829513,2,1956,41551,1921,36,0
1776429830512,2,2016,42888,1981,35,0
1776429831514,2,2076,44219,2041,35,0
1776429832512,2,2136,45545,2101,52,0
1776429833513,2,2196,46886,2161,35,0
1776429834512,2,2256,48238,2221,50,0
1776429835514,2,2316,49571,2281,34,0
1776429836512,2,2376,50890,2341,53,0
1776429837512,2,2436,52235,2401,54,0
1776429838512,2,2496,53582,2461,36,0
1776429839511,2,2556,54919,2521,53,0
1776429840511,2,2616,56250,2581,38,0
1776429841513,2,2676,57608,2641,36,0
1776429842512,2,2736,58961,2701,52,0
1776429843511,2,2796,60300,2761,52,0
1776429844513,2,2856,61646,2821,55,0
1776429845513,2,2916,62979,2881,52,0
1776429846513,2,2976,64324,2941,36,0
1776429847512,2,3036,65681,3001,35,0
1776429848512,2,3096,66980,3061,53,0
1776429849513,2,3156,68301,3121,53,0
1776429850513,2,3216,69635,3181,53,0
1776429851513,2,3276,70972,3241,36,0
1776429852513,2,3336,72254,3301,35,0
1776429853512,2,3396,73585,3361,38,0
1776429854512,2,3456,74898,3421,35,0
1776429855513,2,3516,76234,3481,36,0
1776429856513,2,3576,77566,3541,52,0
