wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776429796914,1,0,0,0,0
1776429797915,61,2,920,20,52
1776429798915,121,2,3306,40,172
1776429799915,181,2,5860,60,291
1776429800917,241,2,8430,80,412
1776429801917,301,2,10962,100,532
1776429802917,361,2,13482,120,652
1776429803917,421,2,16068,140,772
1776429804918,481,2,18670,160,893
1776429805919,541,2,21190,180,1013
1776429806919,601,2,23736,200,1133
1776429807919,661,2,26276,220,1253
1776429808920,721,2,28852,240,1373
1776429809922,781,2,31440,260,1493
1776429810922,841,2,33940,280,1613
1776429811922,901,2,36490,300,1733
1776429812924,961,2,39044,320,1853
1776429813924,1021,2,41608,340,1973
1776429814924,1081,2,44142,360,2093
1776429815924,1141,2,46818,380,2213
1776429816926,1201,2,49436,400,2333
1776429817927,1261,2,52100,420,2453
1776429818927,1321,2,54764,440,2573
1776429819929,1381,2,57410,460,2693
1776429820930,1442,2,60090,480,2814
1776429821930,1502,2,62800,500,2933
1776429822931,1562,2,65448,520,3054
1776429823932,1622,2,68086,540,3174
1776429824934,1682,2,70768,560,3295
1776429825935,1742,2,73494,580,3415
1776429826936,1802,2,76170,600,3535
1776429827938,1862,2,78800,620,3655
1776429828938,1922,2,81500,640,3775
1776429829938,1982,2,84190,660,3895
1776429830939,2042,2,86868,680,4015
1776429831939,2102,2,89560,700,4135
1776429832940,2162,2,92228,720,4255
1776429833941,2222,2,94938,740,4375
1776429834941,2282,2,97654,760,4495
1776429835941,2342,2,100288,780,4615
1776429836941,2402,2,102926,800,4735
1776429837942,2462,2,105656,820,4855
1776429838944,2522,2,108322,840,4975
1776429839945,2582,2,110956,860,5095
1776429840947,2643,2,113776,881,5216
1776429841948,2703,2,116464,901,5336
1776429842948,2763,2,119134,921,5456
1776429843950,2823,2,121802,941,5576
1776429844951,2883,2,124450,961,5697
1776429845951,2943,2,127124,981,5817
1776429846952,3003,2,129808,1001,5937
1776429847953,3063,2,132458,1021,6057
1776429848953,3123,2,135086,1041,6177
1776429849954,3183,2,137728,1061,6297
1776429850956,3243,2,140460,1081,6417
1776429851957,3303,2,143098,1101,6537
1776429852959,3363,2,145712,1121,6657
1776429853959,3423,2,148406,1141,6777
1776429854959,3483,2,151066,1161,6897
1776429855959,3543,2,153744,1181,7017
1776429856961,3603,2,156436,1201,7137
1776429857962,3664,0,157699,1221,7200
