wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776431105687,2,0,0,1,0,0
1776431106689,2,93,1141,61,145,0
1776431107688,2,153,2382,121,146,0
1776431108688,2,213,3700,181,145,0
1776431109688,2,273,4963,241,163,0
1776431110689,2,333,6183,301,145,0
1776431111688,2,393,7464,361,165,0
1776431112688,2,453,8750,421,147,0
1776431113689,2,513,10015,481,147,0
1776431114689,2,573,11291,541,146,0
1776431115689,2,633,12542,601,147,0
1776431116690,2,693,13820,661,147,0
1776431117690,2,753,15117,721,145,0
1776431118688,2,813,16383,781,145,0
1776431119689,2,873,17644,841,146,0
1776431120688,2,933,18929,901,148,0
1776431121690,2,993,20221,961,148,0
1776431122690,2,1053,21513,1021,148,0
1776431123687,2,1113,22830,1081,145,0
1776431124689,2,1173,24175,1141,148,0
1776431125689,2,1233,25527,1201,147,0
1776431126689,2,1293,26848,1261,147,0
1776431127690,2,1353,28180,1321,145,0
1776431128690,2,1413,29514,1381,146,0
1776431129690,2,1473,30875,1441,146,0
1776431130689,2,1533,32244,1501,144,0
1776431131688,2,1593,33567,1561,146,0
1776431132690,2,1653,34891,1621,147,0
1776431133689,2,1713,36259,1681,147,0
1776431134687,2,1773,37598,1741,147,0
1776431135688,2,1833,38907,1801,147,0
1776431136689,2,1893,40252,1861,147,0
1776431137688,2,1953,41598,1921,147,0
1776431138688,2,2013,42937,1981,144,0
1776431139688,2,2073,44238,2041,146,0
1776431140687,2,2133,45562,2101,146,0
1776431141689,2,2193,46893,2161,147,0
1776431142689,2,2253,48236,2221,148,0
1776431143688,2,2313,49561,2281,147,0
1776431144688,2,2373,50879,2341,145,0
1776431145690,2,2433,52216,2401,148,0
1776431146689,2,2493,53587,2461,146,0
1776431147688,2,2550,54927,2521,146,0
1776431148689,2,2613,56254,2581,145,0
1776431149688,2,2673,57614,2641,146,0
1776431150687,2,2733,58967,2701,145,0
1776431151688,2,2793,60307,2761,146,0
1776431152689,2,2853,61627,2821,145,0
1776431153689,2,2913,62963,2881,196,0
1776431154690,2,2973,64310,2941,149,0
1776431155689,2,3033,65667,3001,147,0
1776431156688,2,3093,66979,3061,144,0
1776431157689,2,3153,68304,3121,145,0
1776431158688,2,3213,69665,3181,146,0
1776431159689,2,3273,71008,3241,145,0
1776431160689,2,3333,72322,3301,148,0
1776431161687,2,3393,73647,3361,148,0
1776431162688,2,3453,74979,3421,147,0
1776431163689,2,3510,76315,3481,147,0
1776431164689,2,3573,77649,3541,148,0
