wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776431105081,1,0,0,0,0
1776431106081,60,2,842,20,44
1776431107081,120,2,3230,40,158
1776431108082,181,2,5776,60,274
1776431109083,241,2,8324,80,388
1776431110083,301,2,10798,100,504
1776431111085,361,2,13324,120,621
1776431112085,421,2,15918,140,739
1776431113086,481,2,18508,160,856
1776431114087,541,2,21062,180,971
1776431115088,601,2,23622,200,1089
1776431116090,661,2,26144,220,1205
1776431117092,721,2,28742,240,1325
1776431118093,781,2,31354,260,1438
1776431119094,841,2,33858,280,1555
1776431120096,901,2,36382,300,1674
1776431121097,961,2,38998,320,1791
1776431122098,1022,2,41566,340,1909
1776431123098,1082,2,44146,360,2025
1776431124098,1142,2,46810,380,2143
1776431125098,1202,2,49482,400,2259
1776431126100,1262,2,52170,420,2375
1776431127101,1322,2,54770,440,2491
1776431128103,1382,2,57420,460,2607
1776431129104,1442,2,60094,480,2724
1776431130105,1502,2,62806,500,2842
1776431131106,1562,2,65480,520,2957
1776431132106,1622,2,68118,540,3073
1776431133108,1682,2,70818,560,3189
1776431134108,1742,2,73560,580,3305
1776431135108,1802,2,76246,600,3420
1776431136109,1862,2,78894,620,3537
1776431137110,1922,2,81614,640,3654
1776431138111,1982,2,84322,660,3772
1776431139111,2042,2,86994,680,3890
1776431140112,2102,2,89634,700,4007
1776431141113,2162,2,92280,720,4125
1776431142113,2222,2,94946,740,4242
1776431143113,2282,2,97648,760,4358
1776431144115,2343,2,100402,781,4475
1776431145116,2403,2,103042,801,4588
1776431146117,2463,2,105770,821,4703
1776431147117,2523,2,108450,841,4816
1776431148118,2583,2,111088,861,4934
1776431149118,2643,2,113760,881,5047
1776431150120,2703,2,116442,901,5162
1776431151121,2763,2,119136,921,5279
1776431152121,2823,2,121740,941,5397
1776431153122,2883,2,124388,961,5510
1776431154123,2943,2,127070,981,5627
1776431155123,3003,2,129782,1001,5743
1776431156124,3063,2,132474,1021,5861
1776431157124,3123,2,135122,1041,5978
1776431158125,3183,2,137818,1061,6096
1776431159127,3243,2,140568,1081,6212
1776431160127,3303,2,143228,1101,6329
1776431161129,3363,2,145868,1121,6445
1776431162129,3423,2,148568,1141,6564
1776431163131,3484,2,151252,1161,6681
1776431164132,3544,2,153928,1181,6797
1776431165133,3604,2,156600,1201,6914
1776431166135,3664,0,157865,1221,6977
