wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430293189,1,0,0,0,0
1776430294189,61,2,878,20,44
1776430295189,121,2,3258,40,165
1776430296190,181,2,5798,60,285
1776430297190,241,2,8372,80,405
1776430298192,301,2,10906,100,525
1776430299192,361,2,13444,120,645
1776430300194,421,2,16040,140,765
1776430301194,481,2,18638,160,885
1776430302196,541,2,21166,180,1006
1776430303196,601,2,23710,200,1126
1776430304197,661,2,26236,220,1246
1776430305197,721,2,28754,240,1366
1776430306198,781,2,31342,260,1486
1776430307199,841,2,33844,280,1606
1776430308201,901,2,36350,300,1726
1776430309202,961,2,38964,320,1846
1776430310204,1021,2,41512,340,1966
1776430311204,1081,2,44120,360,2087
1776430312206,1142,2,46800,380,2207
1776430313207,1202,2,49486,400,2327
1776430314208,1262,2,52158,420,2447
1776430315208,1322,2,54812,440,2567
1776430316208,1382,2,57464,460,2687
1776430317210,1442,2,60150,480,2807
1776430318212,1502,2,62858,500,2927
1776430319212,1562,2,65516,520,3048
1776430320213,1622,2,68150,540,3167
1776430321215,1682,2,70850,560,3288
1776430322216,1742,2,73592,580,3408
1776430323216,1802,2,76272,600,3528
1776430324217,1862,2,78926,620,3648
1776430325217,1922,2,81628,640,3768
1776430326219,1982,2,84338,660,3888
1776430327221,2042,2,87022,680,4008
1776430328223,2103,2,89836,701,4128
1776430329223,2163,2,92506,721,4249
1776430330225,2223,2,95212,741,4369
1776430331226,2283,2,97916,761,4489
1776430332227,2343,2,100546,781,4609
1776430333227,2403,2,103188,801,4729
1776430334227,2463,2,105914,821,4849
1776430335227,2523,2,108600,841,4970
1776430336228,2583,2,111226,861,5089
1776430337230,2643,2,113900,881,5210
1776430338231,2703,2,116590,901,5330
1776430339231,2763,2,119282,921,5450
1776430340233,2823,2,121938,941,5570
1776430341234,2883,2,124582,961,5690
1776430342235,2943,2,127254,981,5810
1776430343235,3003,2,129942,1001,5930
1776430344236,3063,2,132636,1021,6050
1776430345236,3123,2,135268,1041,6170
1776430346236,3183,2,137968,1061,6290
1776430347237,3243,2,140690,1081,6410
1776430348239,3303,2,143348,1101,6530
1776430349239,3364,2,145996,1121,6650
1776430350241,3424,2,148692,1141,6771
1776430351241,3484,2,151392,1161,6891
1776430352242,3544,2,154062,1181,7011
1776430353242,3604,2,156670,1201,7131
1776430354244,3664,0,157919,1221,7194
