wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430293793,2,0,0,1,0,0
1776430294794,2,93,1155,61,147,0
1776430295795,2,153,2393,121,146,0
1776430296796,2,213,3714,181,150,0
1776430297794,2,273,4985,241,150,0
1776430298795,2,333,6236,301,148,0
1776430299796,2,393,7525,361,148,0
1776430300794,2,453,8810,421,150,0
1776430301794,2,513,10083,481,148,0
1776430302794,2,573,11329,541,149,0
1776430303793,2,633,12596,601,147,0
1776430304793,2,693,13840,661,150,0
1776430305796,2,753,15107,721,148,0
1776430306794,2,813,16376,781,148,0
1776430307794,2,873,17627,841,150,0
1776430308793,2,933,18910,901,147,0
1776430309795,2,993,20195,961,150,0
1776430310794,2,1053,21496,1021,147,0
1776430311794,2,1113,22815,1081,147,0
1776430312795,2,1173,24170,1141,148,0
1776430313796,2,1233,25522,1201,150,0
1776430314793,2,1293,26860,1261,149,0
1776430315795,2,1353,28203,1321,149,0
1776430316795,2,1413,29542,1381,149,0
1776430317795,2,1473,30901,1441,153,0
1776430318796,2,1533,32262,1501,149,0
1776430319794,2,1593,33583,1561,151,0
1776430320795,2,1653,34907,1621,149,0
1776430321795,2,1713,36276,1681,149,0
1776430322793,2,1773,37611,1741,151,0
1776430323794,2,1833,38926,1801,149,0
1776430324795,2,1893,40271,1861,149,0
1776430325795,2,1953,41604,1921,149,0
1776430326795,2,2013,42955,1981,149,0
1776430327794,2,2073,44291,2041,149,0
1776430328796,2,2133,45614,2101,148,0
1776430329795,2,2193,46952,2161,149,0
1776430330795,2,2253,48306,2221,150,0
1776430331795,2,2313,49633,2281,148,0
1776430332796,2,2373,50951,2341,149,0
1776430333794,2,2433,52294,2401,150,0
1776430334793,2,2493,53659,2461,150,0
1776430335796,2,2553,54995,2521,149,0
1776430336795,2,2613,56323,2581,146,0
1776430337795,2,2673,57685,2641,150,0
1776430338795,2,2733,59040,2701,149,0
1776430339795,2,2793,60378,2761,148,0
1776430340795,2,2853,61725,2821,150,0
1776430341794,2,2913,63059,2881,150,0
1776430342794,2,2973,64401,2941,152,0
1776430343794,2,3033,65748,3001,151,0
1776430344793,2,3093,67062,3061,150,0
1776430345795,2,3153,68385,3121,147,0
1776430346794,2,3213,69737,3181,150,0
1776430347794,2,3273,71068,3241,151,0
1776430348794,2,3333,72386,3301,151,0
1776430349794,2,3393,73706,3361,151,0
1776430350796,2,3453,75049,3421,150,0
1776430351794,2,3513,76388,3481,147,0
1776430352794,2,3573,77688,3541,149,0
