wall_time_ms,player_id,latest_snapshot_tick,bytes_received_total,input_packets_sent_total,estimated_input_to_visible_delay_ms,interpolation_buffer_entries
1776430603923,1,0,0,1,0,0
1776430604924,1,87,1101,61,252,0
1776430605924,1,147,2329,121,252,0
1776430606923,1,207,3638,181,251,0
1776430607923,1,267,4904,241,252,0
1776430608925,1,327,6151,301,255,0
1776430609926,1,387,7439,361,252,0
1776430610925,1,447,8722,421,253,0
1776430611924,1,507,9998,481,252,0
1776430612926,1,567,11272,541,248,0
1776430613924,1,627,12521,601,254,0
1776430614925,1,687,13799,661,249,0
1776430615925,1,747,15094,721,249,0
1776430616925,1,807,16364,781,250,0
1776430617925,1,867,17623,841,250,0
1776430618925,1,927,18904,901,250,0
1776430619926,1,987,20211,961,249,0
1776430620924,1,1047,21492,1021,248,0
1776430621925,1,1107,22797,1081,253,0
1776430622925,1,1167,24141,1141,251,0
1776430623926,1,1227,25481,1201,250,0
1776430624924,1,1287,26820,1261,252,0
1776430625923,1,1347,28158,1321,249,0
1776430626924,1,1407,29480,1381,251,0
1776430627923,1,1467,30835,1441,247,0
1776430628923,1,1527,32191,1501,251,0
1776430629924,1,1587,33503,1561,251,0
1776430630923,1,1647,34824,1621,252,0
1776430631923,1,1707,36189,1681,249,0
1776430632925,1,1767,37531,1741,252,0
1776430633922,1,1827,38851,1801,253,0
1776430635364,1,1884,39974,1851,775,0
1776430635924,1,1911,40716,1885,253,0
1776430636923,1,1971,42066,1945,254,0
1776430637922,1,2031,43414,2005,239,0
1776430638922,1,2091,44739,2065,252,0
1776430639922,1,2151,46082,2125,250,0
1776430640921,1,2211,47446,2185,256,0
1776430641920,1,2271,48791,2245,256,0
1776430642922,1,2331,50108,2305,253,0
1776430643920,1,2391,51465,2365,252,0
1776430644921,1,2451,52829,2425,254,0
1776430645922,1,2511,54168,2485,250,0
1776430646920,1,2571,55512,2545,236,0
1776430647919,1,2631,56877,2605,257,0
1776430648919,1,2691,58231,2665,254,0
1776430649920,1,2751,59592,2725,254,0
1776430650919,1,2811,60936,2785,253,0
1776430651921,1,2871,62260,2845,254,0
1776430652918,1,2931,63614,2905,253,0
1776430653918,1,2991,64976,2965,254,0
1776430654919,1,3051,66291,3025,254,0
1776430655920,1,3111,67624,3085,251,0
1776430656918,1,3171,68992,3145,256,0
1776430657918,1,3231,70349,3205,254,0
1776430658920,1,3291,71673,3265,256,0
1776430659920,1,3351,73014,3325,250,0
1776430660919,1,3411,74357,3385,254,0
1776430661919,1,3471,75700,3445,252,0
1776430662919,1,3531,77042,3505,255,0
