wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430603353,1,0,0,0,0
1776430604353,60,2,794,20,38
1776430605353,120,2,3180,40,158
1776430606353,180,2,5718,60,278
1776430607354,241,2,8292,80,398
1776430608355,301,2,10854,100,518
1776430609356,361,2,13382,120,638
1776430610356,421,2,15976,140,758
1776430611358,481,2,18568,160,878
1776430612366,541,2,21128,180,998
1776430613367,601,2,23692,200,1120
1776430614369,661,2,26210,220,1240
1776430615371,722,2,28806,240,1360
1776430616373,782,2,31398,260,1480
1776430617375,842,2,33906,280,1601
1776430618377,902,2,36426,300,1721
1776430619379,962,2,39042,320,1841
1776430620380,1022,2,41612,340,1962
1776430621380,1082,2,44152,360,2082
1776430622381,1142,2,46794,380,2202
1776430623382,1202,2,49454,400,2322
1776430624384,1262,2,52128,420,2442
1776430625385,1322,2,54778,440,2562
1776430626386,1382,2,57400,460,2682
1776430627386,1442,2,60078,480,2802
1776430628389,1503,2,62922,501,2922
1776430629389,1563,2,65584,521,3042
1776430630391,1623,2,68220,541,3162
1776430631392,1683,2,70924,561,3282
1776430632394,1743,2,73664,581,3404
1776430633396,1803,2,76346,601,3524
1776430634396,1863,2,79004,621,3644
1776430635397,1887,2,80068,629,3697
1776430636397,1947,2,82794,649,3811
1776430637398,2008,2,85516,669,3931
1776430638400,2068,2,88222,689,4053
1776430639401,2128,2,90868,709,4172
1776430640402,2188,2,93586,729,4293
1776430641403,2248,2,96298,749,4413
1776430642404,2308,2,98926,769,4533
1776430643405,2368,2,101572,789,4653
1776430644407,2428,2,104300,809,4773
1776430645409,2488,2,106984,829,4893
1776430646409,2548,2,109652,849,5013
1776430647409,2608,2,112336,869,5133
1776430648410,2668,2,115024,889,5253
1776430649411,2728,2,117732,909,5373
1776430650411,2789,2,120430,929,5493
1776430651412,2849,2,123082,949,5613
1776430652414,2909,2,125766,969,5733
1776430653416,2969,2,128512,989,5855
1776430654417,3029,2,131214,1009,5975
1776430655419,3089,2,133862,1029,6095
1776430656421,3149,2,136590,1049,6215
1776430657423,3209,2,139348,1069,6335
1776430658423,3269,2,142024,1089,6455
1776430659424,3329,2,144708,1109,6575
1776430660425,3389,2,147442,1129,6695
1776430661426,3449,2,150128,1149,6815
1776430662426,3509,2,152804,1169,6935
1776430663428,3570,2,155618,1190,7055
1776430664428,3630,0,156741,1210,7117
