wall_time_ms,server_tick,connected_players,bytes_sent_total,snapshots_sent_total,input_packets_received_total
1776430918999,1,0,0,0,0
1776430919999,61,2,743,20,31
1776430920999,121,2,2783,40,146
1776430921999,181,2,4823,60,264
1776430922999,241,2,6863,80,381
1776430923999,301,2,8903,100,499
1776430924999,361,2,10943,120,614
1776430925999,421,2,12983,140,732
1776430926999,481,2,15023,160,850
1776430927999,541,2,17063,180,964
1776430928999,601,2,19103,200,1080
1776430929999,661,2,21143,220,1196
1776430930999,721,2,23183,240,1315
1776430931999,781,2,25223,260,1430
1776430932999,841,2,27263,280,1549
1776430933999,901,2,29303,300,1666
1776430934999,961,2,31343,320,1783
1776430935999,1021,2,33383,340,1899
1776430936999,1081,2,35423,360,2015
1776430937999,1141,2,37463,380,2129
1776430938999,1201,2,39503,400,2247
1776430939999,1261,2,41543,420,2364
1776430940999,1321,2,43583,440,2480
1776430941999,1381,2,45623,460,2596
1776430942999,1441,2,47663,480,2709
1776430943999,1501,2,49703,500,2825
1776430944999,1561,2,51743,520,2938
1776430945999,1621,2,53783,540,3053
1776430946999,1681,2,55823,560,3169
1776430947999,1741,2,57863,580,3286
1776430948999,1801,2,59903,600,3404
1776430949999,1861,2,61943,620,3521
1776430950999,1921,2,63983,640,3638
1776430951999,1981,2,66023,660,3755
1776430952999,2041,2,68063,680,3873
1776430953999,2101,2,70103,700,3991
1776430954999,2161,2,72143,720,4107
1776430955999,2221,2,74183,740,4227
1776430956999,2281,2,76223,760,4344
1776430957999,2341,2,78263,780,4462
1776430958999,2401,2,80303,800,4578
1776430959999,2461,2,82343,820,4691
1776430960999,2521,2,84383,840,4805
1776430961999,2581,2,86423,860,4921
1776430962999,2641,2,88463,880,5036
1776430963999,2701,2,90503,900,5150
1776430964999,2761,2,92543,920,5268
1776430965999,2821,2,94583,940,5385
1776430966999,2881,2,96623,960,5500
1776430967999,2941,2,98663,980,5615
1776430968999,3001,2,100703,1000,5732
1776430969999,3061,2,102743,1020,5850
1776430970999,3121,2,104783,1040,5968
1776430971999,3181,2,106823,1060,6087
1776430972999,3241,2,108863,1080,6203
1776430973999,3301,2,110903,1100,6319
1776430974999,3361,2,112943,1120,6437
1776430975999,3421,2,114983,1140,6555
1776430976999,3481,2,117023,1160,6671
1776430977999,3541,2,119063,1180,6787
1776430978999,3601,2,121103,1200,6905
1776430979999,3661,2,123143,1220,6986
